style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
Warner Bros Tiny Toons | Warner Bros Крошечные туны,"Warner Bros Tiny Toons style, student characters learning comedy, meta-humor references, 1990s animation aesthetic, character cameos from classic Looney Tunes, Saturday morning cartoon quality","modern CGI, anime aesthetics, Disney princess style, dark mature themes, minimalist design, adult-oriented comedy"
MGM Golden Age | MGM золотой век,"MGM golden age animation style, Tom and Jerry detailed sequences, 1940s animation quality, complex slapstick comedy, expressive character movements, theatrical short film aesthetic, Academy Award-winning animation","limited animation, anime style, modern CGI, Disney princess aesthetic, television cartoon quality, minimalist backgrounds"
Fleischer Betty Boop | Fleischer Бетти Буп,"Fleischer Betty Boop style, 1930s jazz age aesthetic, rubber hose animation influence, surreal dream sequences, rotoscoping technique, black and white with color accents, pre-code cartoon freedom","modern animation, anime aesthetics, Disney princess style, 3D rendering, family-friendly themes, contemporary humor"
UPA Mr Magoo | UPA Мистер Магу,"UPA Mr Magoo style, minimalist character design, limited animation technique, exaggerated expressions, modern art influences, graphic design approach to animation, 1950s aesthetic","detailed animation, anime style, Disney classic hand-drawn, 3D rendering, complex backgrounds, traditional cel painting"
Hanna-Barbera Flintstones | Hanna-Barbera Флинтстоуны,"Hanna-Barbera Flintstones style, stone age comedy aesthetic, limited animation technique, family sitcom format, catchphrase-driven humor, Saturday morning cartoon quality, prehistoric modern conveniences","detailed animation, anime aesthetics, Disney princess style, 3D rendering, cinematic quality, dramatic storytelling"
Walt Disney Silly Symphonies | Дисней Симфонии глупостей,"Walt Disney Silly Symphonies style, early color animation experiments, Fantasia precursor aesthetic, musical synchronization, detailed backgrounds, artistic animation sequences, 1930s Disney innovation","modern CGI, anime style, limited animation, family sitcom format, contemporary humor, minimalist design"
Nickelodeon Rugrats | Nickelodeon Малыши,"Nickelodeon Rugrats style, baby perspective storytelling, 1990s cartoon aesthetic, hand-drawn animation quality, family dynamics comedy, childlike imagination sequences, nostalgic childhood themes","anime aesthetics, Disney princess style, 3D rendering, dark mature themes, minimalist design, adult-oriented humor"
Cartoon Network Dexter | Cartoon Network Декстер,"Cartoon Network Dexter's Laboratory style, mad scientist comedy aesthetic, 1990s cartoon design, geometric character shapes, bold outlines, laboratory setting comedy, sibling rivalry themes","anime style, Disney princess aesthetic, 3D rendering, dark mature themes, traditional hand-drawn, minimalist backgrounds"
Disney Pixar Monsters Inc | Pixar Монстры Inc,"Disney Pixar Monsters Inc style, door world aesthetic, detailed monster character designs, workplace comedy themes, emotional storytelling, 3D animation mastery, family-friendly horror elements","anime aesthetics, hand-drawn 2D animation, dark adult horror, minimalist design, traditional cel painting, serious dramatic tone"
Warner Bros Animaniacs | Warner Bros Аниманияки,"Warner Bros Animaniacs style, variety show format, meta-humor references, 1990s animation aesthetic, character ensemble comedy, musical numbers, Saturday morning cartoon revival","anime style, Disney princess aesthetic, 3D rendering, dark mature themes, minimalist design, traditional hand-drawn only"
Blue Sky Ice Age | Blue Sky Ледниковый период,"Blue Sky Ice Age style, prehistoric comedy aesthetic, detailed fur rendering, slapstick humor, family dynamics themes, cinematic landscape shots, 3D animation quality","anime aesthetics, hand-drawn 2D animation, dark serious themes, minimalist design, traditional backgrounds, dramatic tragedy"
Aardman Wallace Gromit | Aardman Уоллес и Громит,"Aardman Wallace and Gromit style, British stop-motion charm, claymation texture, comedic timing, engineering humor, pastoral English countryside aesthetic, detailed miniature sets","3D CGI animation, anime aesthetics, American cartoon comedy, dark mature themes, minimalist design, superhero themes"
Laika Coraline | Laika Коралина,"Laika Coraline style, stop-motion gothic fairy tale, button-eyed characters, detailed puppet animation, eerie atmosphere, psychological horror elements, family-friendly scares","bright cheerful Disney style, anime aesthetics, rubber hose animation, comedic cartoon characters, minimalist backgrounds, traditional cel animation"
Sony Hotel Transylvania | Sony Отель Трансильвания,"Sony Hotel Transylvania style, monster comedy aesthetic, Genndy Tartakovsky direction, exaggerated character movements, family-friendly horror, detailed environment design, modern CGI animation","anime style, Disney princess aesthetic, dark serious horror, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Illumination Despicable Me | Illumination Гадкий я,"Illumination Despicable Me style, supervillain comedy aesthetic, Minions character design, family redemption themes, detailed city environments, modern CGI animation, comedic timing","anime aesthetics, Disney princess style, dark mature themes, traditional hand-drawn animation, serious dramatic tone, minimalist backgrounds"
Disney Zootopia | Дисней Зверополис,"Disney Zootopia style, anthropomorphic animal characters, detailed city world-building, modern CGI animation, social commentary themes, family-friendly comedy, emotional storytelling","anime aesthetics, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose proportions"
Warner Bros Bugs Bunny | Warner Bros Багз Банни,"Warner Bros Bugs Bunny style, 1940s golden age animation, Tex Avery influence, fourth wall breaking humor, Brooklyn accent character, carrot-chomping comedy, theatrical short film quality","modern CGI, anime aesthetics, Disney princess style, dark mature themes, minimalist design, television cartoon quality"
Pixar Toy Story | Pixar История игрушек,"Pixar Toy Story style, toy's perspective storytelling, detailed plastic textures, emotional character arcs, friendship themes, modern CGI animation, cinematic lighting techniques","anime style, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose animation"
DreamWorks Shrek | DreamWorks Шрек,"DreamWorks Shrek style, fairy tale parody aesthetic, ogre character design, celebrity voice acting, pop music soundtrack, comedic timing, detailed swamp environments","anime aesthetics, Disney princess style, dark serious themes, traditional hand-drawn animation, minimalist design, dramatic tragedy"
Blue Sky Rio | Blue Sky Рио,"Blue Sky Rio style, tropical bird adventure aesthetic, detailed feather rendering, Brazilian music influences, colorful environments, family-friendly comedy, modern CGI animation","anime style, Disney princess aesthetic, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Aardman Chicken Run | Aardman Курополис,"Aardman Chicken Run style, stop-motion prison break comedy, claymation texture, British humor influence, chicken character designs, detailed farm environments, World War II parody elements","3D CGI animation, anime aesthetics, American cartoon comedy, dark mature themes, minimalist design, superhero themes"
Laika Kubo | Laika Кубо,"Laika Kubo and the Two Strings style, Japanese folklore aesthetic, detailed stop-motion puppetry, magical realism themes, family drama elements, gothic visual style, Oscar-nominated animation","bright cheerful Disney style, anime aesthetics, rubber hose animation, comedic cartoon characters, minimalist backgrounds, traditional cel animation"
Sony Cloudy Meatballs | Sony Облачно с мясными фрикадельками,"Sony Cloudy with a Chance of Meatballs style, food weather comedy aesthetic, exaggerated character proportions, detailed food textures, chaotic action sequences, family-friendly humor, modern CGI animation","anime aesthetics, Disney princess style, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Illumination Sing | Illumination Пою,"Illumination Sing style, talent show competition aesthetic, animal character designs, musical performance sequences, colorful stage environments, family-friendly comedy, modern CGI animation","anime style, Disney princess aesthetic, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Disney Moana | Дисней Моана,"Disney Moana style, Pacific Islander cultural aesthetic, detailed ocean animation, wayfinding adventure themes, emotional character journey, modern CGI animation, Polynesian mythology influences","anime aesthetics, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose proportions"
Warner Bros Daffy Duck | Warner Bros Даффи Дак,"Warner Bros Daffy Duck style, 1940s golden age animation, self-destructive comedy aesthetic, duck character design, Brooklyn accent personality, theatrical short film quality, Tex Avery influence","modern CGI, anime aesthetics, Disney princess style, dark mature themes, minimalist design, television cartoon quality"
Pixar Finding Nemo | Pixar В поисках Немо,"Pixar Finding Nemo style, underwater adventure aesthetic, detailed ocean environments, father-son relationship themes, emotional storytelling, modern CGI animation, aquatic lighting effects","anime style, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose animation"
DreamWorks How to Train Dragon | DreamWorks Как приручить дракона,"DreamWorks How to Train Your Dragon style, Viking fantasy aesthetic, detailed dragon character designs, father-son relationship themes, emotional storytelling, modern CGI animation, flying sequences","anime aesthetics, Disney princess style, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Blue Sky Robots | Blue Sky Роботы,"Blue Sky Robots style, mechanical world-building aesthetic, detailed robot character designs, class struggle themes, family-friendly comedy, modern CGI animation, metallic texture rendering","anime style, Disney princess aesthetic, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Aardman Shaun Sheep | Aardman Шон овца,"Aardman Shaun the Sheep style, stop-motion pastoral comedy, claymation texture, silent film influences, British humor aesthetic, farm animal character designs, detailed miniature environments","3D CGI animation, anime aesthetics, American cartoon comedy, dark mature themes, minimalist design, superhero themes"
Laika Boxtrolls | Laika Коробочники,"Laika Boxtrolls style, stop-motion steampunk aesthetic, detailed box character designs, underground city environments, family-friendly adventure themes, gothic visual style, detailed puppet animation","bright cheerful Disney style, anime aesthetics, rubber hose animation, comedic cartoon characters, minimalist backgrounds, traditional cel animation"
Sony Spider-Verse Miles | Sony Спайдер-Вселенная Майлз,"Sony Spider-Verse Miles Morales style, comic book visual techniques, halftone patterns, bold outlines, vibrant color blocking, Brooklyn street art influences, coming-of-age themes","traditional animation, anime style, Disney princess aesthetic, 3D photorealistic rendering, hand-drawn sketch only, classical orchestral score"
Illumination Hop | Illumination Хоп,"Illumination Hop style, Easter bunny comedy aesthetic, celebrity voice acting, family-friendly humor, modern CGI animation, colorful environments, coming-of-age themes","anime aesthetics, Disney princess style, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Disney Tangled | Дисней Рапунцель,"Disney Tangled style, Rapunzel character design, detailed hair animation, fairy tale romance aesthetic, modern CGI animation, lantern festival sequences, emotional storytelling","anime aesthetics, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose proportions"
Warner Bros Road Runner | Warner Bros Дорожный бегун,"Warner Bros Road Runner style, desert chase comedy aesthetic, Wile E Coyote character design, ACME product failures, minimalist desert backgrounds, slapstick humor, theatrical short film quality","modern CGI, anime aesthetics, Disney princess style, dark mature themes, detailed animation, television cartoon quality"
Pixar Cars | Pixar Тачки,"Pixar Cars style, anthropomorphic vehicle characters, Route 66 nostalgia aesthetic, detailed car textures, racing adventure themes, family-friendly comedy, modern CGI animation","anime style, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose animation"
DreamWorks Kung Fu Panda | DreamWorks Кунг-фу Панда,"DreamWorks Kung Fu Panda style, martial arts comedy aesthetic, panda character design, Chinese cultural influences, detailed environment art, emotional character growth themes, modern CGI animation","anime aesthetics, Disney princess style, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Blue Sky Epic | Blue Sky Эпик,"Blue Sky Epic style, forest fantasy aesthetic, detailed leaf environments, nature vs technology themes, family-friendly adventure, modern CGI animation, colorful creature designs","anime style, Disney princess aesthetic, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Aardman Pirates | Aardman Пираты,"Aardman Pirates! style, stop-motion pirate comedy, claymation texture, British humor influence, detailed pirate ship environments, treasure hunt themes, character ensemble comedy","3D CGI animation, anime aesthetics, American cartoon comedy, dark mature themes, minimalist design, superhero themes"
Laika Missing Link | Laika Тайна Коко,"Laika Missing Link style, Victorian era adventure aesthetic, detailed stop-motion puppetry, Bigfoot character designs, exploration themes, family-friendly comedy, gothic visual style","bright cheerful Disney style, anime aesthetics, rubber hose animation, comedic cartoon characters, minimalist backgrounds, traditional cel animation"
Sony Angry Birds | Sony Злые птицы,"Sony Angry Birds Movie style, game adaptation aesthetic, bird character designs, pig antagonist themes, colorful environments, family-friendly comedy, modern CGI animation","anime aesthetics, Disney princess style, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Illumination The Secret Life Pets | Illumination Домашние питомцы,"Illumination The Secret Life of Pets style, pet perspective storytelling, New York City environments, animal character designs, comedic timing, family-friendly humor, modern CGI animation","anime style, Disney princess aesthetic, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Disney Big Hero 6 | Дисней Большой герой 6,"Disney Big Hero 6 style, superhero team adventure aesthetic, detailed robot character designs, San Fransokyo city environments, emotional loss themes, modern CGI animation, action sequences","anime aesthetics, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose proportions"
Warner Bros Porky Pig | Warner Bros Порки Пиг,"Warner Bros Porky Pig style, 1930s golden age animation, stuttering speech comedy, pig character design, theatrical short film quality, Looney Tunes ensemble appearances, black and white to color transition","modern CGI, anime aesthetics, Disney princess style, dark mature themes, minimalist design, television cartoon quality"
Pixar Brave | Pixar Храброе сердце,"Pixar Brave style, Scottish medieval aesthetic, detailed landscape animation, mother-daughter relationship themes, emotional storytelling, modern CGI animation, Celtic cultural influences","anime style, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose animation"
DreamWorks Megamind | DreamWorks Мегамозг,"DreamWorks Megamind style, superhero parody aesthetic, blue alien character design, city destruction comedy, emotional character development, modern CGI animation, detailed urban environments","anime aesthetics, Disney princess style, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Blue Sky Ferdinand | Blue Sky Фердинанд,"Blue Sky Ferdinand style, gentle bull character design, Spanish countryside aesthetic, peaceful nature themes, family-friendly comedy, detailed flower environments, modern CGI animation","anime style, Disney princess aesthetic, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Aardman Early Man | Aardman Первобытный человек,"Aardman Early Man style, prehistoric comedy aesthetic, claymation texture, British humor influence, cave man character designs, soccer match themes, detailed miniature environments","3D CGI animation, anime aesthetics, American cartoon comedy, dark mature themes, minimalist design, superhero themes"
Laika Wildwood | Laika Дикий лес,"Laika Wildwood style, stop-motion fantasy adventure, detailed forest environments, magical realism themes, family drama elements, gothic visual style, detailed puppet animation","bright cheerful Disney style, anime aesthetics, rubber hose animation, comedic cartoon characters, minimalist backgrounds, traditional cel animation"
Sony Vivo | Sony Виво,"Sony Vivo style, musical adventure aesthetic, animal character designs, Havana Cuba influences, emotional storytelling, modern CGI animation, colorful musical sequences","anime aesthetics, Disney princess style, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Illumination Minions 2 | Illumination Миньоны 2,"Illumination Minions: The Rise of Gru style, 1970s aesthetic, villain origin story, yellow capsule characters, comedic timing, family-friendly humor, modern CGI animation","detailed character design, anime aesthetics, dark mature themes, traditional animation techniques, serious dramatic tone, complex backgrounds"
Disney Raya | Дисней Райя,"Disney Raya and the Last Dragon style, Southeast Asian cultural aesthetic, detailed dragon character designs, fantasy adventure themes, emotional storytelling, modern CGI animation, water kingdom environments","anime aesthetics, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose proportions"
Warner Bros Tweety Bird | Warner Bros Твити,"Warner Bros Tweety Bird style, 1940s golden age animation, canary character design, Sylvester cat rivalry, cage escape comedy, theatrical short film quality, detailed feather animation","modern CGI, anime aesthetics, Disney princess style, dark mature themes, minimalist design, television cartoon quality"
Pixar Soul | Pixar Душа,"Pixar Soul style, jazz music aesthetic, New York City environments, afterlife abstract sequences, emotional storytelling, detailed human character animation, philosophical themes","anime style, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose animation"
DreamWorks Trolls | DreamWorks Тролли,"DreamWorks Trolls style, colorful hair aesthetic, musical comedy themes, detailed hair textures, vibrant environments, pop music soundtrack, family-friendly humor","anime aesthetics, Disney princess style, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Blue Sky Spies | Blue Sky Шпионы,"Blue Sky Spies in Disguise style, secret agent comedy aesthetic, pigeon character design, high-tech gadget themes, detailed city environments, family-friendly action, modern CGI animation","anime style, Disney princess aesthetic, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Aardman Arthur Christmas | Aardman Артур Рождество,"Aardman Arthur Christmas style, stop-motion Christmas comedy, claymation texture, British humor influence, Santa's workshop environments, family dynamics themes, detailed miniature sets","3D CGI animation, anime aesthetics, American cartoon comedy, dark mature themes, minimalist design, superhero themes"
Laika Coraline Button Eyes | Laika Коралина пуговичные глаза,"Laika Coraline button-eyed style, stop-motion gothic horror aesthetic, detailed puppet animation, psychological themes, family-friendly scares, eerie atmosphere, dark fairy tale elements","bright cheerful Disney style, anime aesthetics, rubber hose animation, comedic cartoon characters, minimalist backgrounds, traditional cel animation"
Sony Mitchells | Sony Митчеллы,"Sony The Mitchells vs The Machines style, family road trip comedy aesthetic, robot apocalypse themes, detailed animation hybrid techniques, emotional family dynamics, modern CGI animation","anime style, Disney princess aesthetic, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Illumination Sing 2 | Illumination Пою 2,"Illumination Sing 2 style, theater production aesthetic, animal character designs, musical performance sequences, colorful stage environments, family-friendly comedy, modern CGI animation","anime aesthetics, Disney princess style, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Disney Encanto | Дисней Энканто,"Disney Encanto style, Colombian cultural aesthetic, magical house environments, detailed character designs, family dynamics themes, emotional storytelling, modern CGI animation","anime aesthetics, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose proportions"
Warner Bros Sylvester | Warner Bros Сильвестр,"Warner Bros Sylvester style, 1940s golden age animation, cat character design, Tweety Bird rivalry, persistent failure comedy, theatrical short film quality, detailed fur animation","modern CGI, anime aesthetics, Disney princess style, dark mature themes, minimalist design, television cartoon quality"
Pixar Luca | Pixar Лука,"Pixar Luca style, Italian Riviera aesthetic, sea monster characters, summer friendship themes, detailed water animation, emotional storytelling, modern CGI animation","anime style, hand-drawn 2D animation, dark mature themes, minimalist design, traditional backgrounds, rubber hose animation"
DreamWorks The Bad Guys | DreamWorks Плохиши,"DreamWorks The Bad Guys style, heist comedy aesthetic, animal character designs, superhero parody themes, detailed city environments, family-friendly humor, modern CGI animation","anime aesthetics, Disney princess style, dark mature themes, hand-drawn 2D animation, minimalist design, traditional backgrounds"
Blue Sky Nimh | Blue Sky Нимх,"Blue Sky The Secret of NIMH style, animated mouse adventure aesthetic, detailed farm environments, fantasy elements, family-friendly drama, emotional storytelling, hand-drawn animation quality","anime style, Disney princess aesthetic, dark mature themes, 3D rendering, minimalist design, traditional backgrounds"
Aardman Morph | Aardman Морф,"Aardman Morph style, claymation short film aesthetic, shape-shifting character design, British humor influence, miniature environments, experimental animation techniques, stop-motion texture","3D CGI animation, anime aesthetics, American cartoon comedy, dark mature themes, minimalist design, superhero themes"
Laika ParaNorman Ghosts | Laika Паранорман призраки,"Laika ParaNorman ghost aesthetic, stop-motion supernatural comedy, detailed zombie character designs, New England town environments, family-friendly horror, psychological themes","bright cheerful Disney style, anime aesthetics, rubber hose animation, comedic cartoon characters, minimalist backgrounds, traditional cel animation"
