style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
Brush Ink Landscape | Кисть пейзаж,"brush ink landscape painting, expressive gestural marks, atmospheric perspective technique, monochromatic value gradation, rice paper absorption effects, minimalistic composition, spiritual nature connection","photorealistic rendering, anime style, cartoon proportions, color fills, detailed foreground elements, smooth gradients, Western perspective, bright vibrant colors"
Ballpoint Pen Abstract | Шариковая абстракция,"ballpoint pen abstract drawing, spontaneous gestural marks, stippling texture technique, notebook paper texture dominant, emotional expression focus, repetitive pattern exploration, accessible art medium aesthetic","digital art, anime style, cartoon proportions, color fills, smooth gradients, professional tools, planned composition, vector lines"
Mechanical Pencil Botanical | Механический ботаника,"mechanical pencil botanical illustration, scientific accuracy precision, plant anatomy detail work, cross-section labeling, vintage herbarium aesthetic, paper texture integration, academic research quality","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, casual sketch quality, digital rendering"
Conte Portrait Study | Контэ портрет,"Conte crayon portrait study, classical atelier technique, warm and cool value separation, textured paper tooth integration, anatomical accuracy, expressive face focus, monochromatic harmony","photorealistic color rendering, anime style, cartoon proportions, color fills, digital effects, smooth gradients, bright cheerful colors, minimal texture"
Technical Flow Chart | Техническая диаграмма,"technical flow chart illustration style, process diagram composition, decision point labeling, directional arrows system, engineering precision, clean line weights variation, instructional manual aesthetic","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, decorative elements, hand-drawn sketch quality"
Graphite Cityscape | Графитный город,"graphite cityscape drawing, urban architectural study, detailed building facade rendering, atmospheric perspective technique, cast shadow precision, paper texture visible, nighttime street lighting effects","photorealistic color rendering, anime style, cartoon proportions, color fills, digital effects, smooth gradients, bright cheerful daylight scene, vector lines"
Charcoal Figure Composition | Угольная фигура композиция,"charcoal figure composition drawing, multi-figure arrangement, dramatic lighting effects, paper grain texture integration, eraser highlight technique, emotional narrative focus, monochromatic depth mastery","bright colors, anime style, cartoon proportions, color fills, digital effects, smooth gradients, single figure focus, photorealistic rendering"
Dip Pen Historical | Перо исторический,"dip pen historical illustration style, period accurate costume details, architectural background precision, cross-hatching shading technique, vintage engraving aesthetic, parchment paper texture, educational storytelling focus","digital art, anime style, cartoon proportions, color fills, smooth gradients, modern themes, contemporary styling, 3D effects"
Sumi-e Animal Study | Суми-э животные,"Sumi-e animal study painting, traditional Asian brush technique, minimal stroke count, spiritual essence capture, ink gradation mastery, rice paper texture, symbolic meaning focus","photorealistic rendering, anime style, cartoon proportions, color fills, digital effects, detailed shading, Western perspective, bright vibrant colors, anthropomorphic features"
Fountain Pen Interior | Перо интерьер,"fountain pen interior sketch, architectural detail observation, furniture arrangement study, perspective construction, light and shadow indication, Moleskine paper texture, professional design aesthetic","digital rendering, anime style, cartoon proportions, color fills, 3D modeling, smooth gradients, casual doodle quality, studio lighting effects"
Graphite Abstraction | Графитная абстракция,"graphite abstract drawing, expressive gestural marks, tonal value exploration, paper tooth texture dominant, non-representational composition, emotional atmosphere focus, spontaneous creation","photorealistic representation, anime style, cartoon proportions, color fills, smooth gradients, planned composition, detailed subject matter, decorative elements"
Charcoal Landscape | Угольный пейзаж,"charcoal landscape drawing, dramatic mountain vista, stormy sky effects, textured paper grain integration, eraser highlight technique for clouds, atmospheric perspective mastery, moody nature atmosphere","bright cheerful colors, anime style, cartoon proportions, color fills, digital effects, smooth gradients, daytime serene scene, photorealistic rendering"
Dip Pen Decorative | Перо декоративный,"dip pen decorative illustration style, intricate border patterns, floral and geometric motifs, cross-hatching shading technique, Victorian-era aesthetic, parchment paper texture, ornamental frame composition","digital art, anime style, cartoon proportions, color fills, smooth gradients, modern minimalism, contemporary themes, 3D effects, clean vector design"
Brush Ink Figure | Кисть фигура,"brush ink figure drawing, expressive gestural marks, minimal stroke count, emotional movement capture, rice paper texture, monochromatic value gradation, Zen Buddhist influence, spontaneous energy","photorealistic rendering, anime style, cartoon proportions, color fills, detailed anatomical accuracy, smooth gradients, Western perspective, planned composition"
Ballpoint Pen Pattern | Шариковая узор,"ballpoint pen pattern drawing, repetitive geometric designs, stippling texture technique, notebook paper grid alignment, meditative creation process, personal artistic expression, accessible medium aesthetic","digital art, anime style, cartoon proportions, color fills, smooth gradients, professional tools, vector patterns, computer-generated design, complex mathematical precision"
Mechanical Pencil Mechanical | Механический механика,"mechanical pencil mechanical drawing, technical accuracy precision, gear and mechanism detail work, isometric projection, dimension annotations, engineering blueprint aesthetic, gridded paper background","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, loose sketchy lines, organic forms, decorative elements"
Conte Cityscape | Контэ город,"Conte crayon cityscape drawing, urban night atmosphere, dramatic building silhouettes, textured paper tooth integration, atmospheric perspective mastery, moody street lighting effects, romantic urban mood","bright cheerful colors, anime style, cartoon proportions, color fills, digital effects, smooth gradients, daytime scene, photorealistic rendering, minimal texture"
Technical Organizational Chart | Техническая организационная схема,"technical organizational chart illustration style, hierarchy diagram composition, relationship arrow system, position labeling precision, clean line weights variation, business presentation aesthetic, professional clarity focus","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, decorative elements, hand-drawn sketch quality, casual doodle aesthetic"
Graphite Botanical Study | Графитный ботаника,"graphite botanical study drawing, scientific accuracy precision, plant anatomy detail work, leaf vein rendering, cross-section labeling, vintage herbarium aesthetic, paper texture integration","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, casual sketch quality, digital rendering, bright vibrant colors"
Charcoal Interior Study | Угольный интерьер,"charcoal interior study drawing, dramatic room lighting effects, textured wall surfaces, furniture shadow definition, paper grain texture integration, eraser highlight technique for windows, atmospheric perspective, moody domestic atmosphere","bright cheerful colors, anime style, cartoon proportions, color fills, digital effects, smooth gradients, daytime scene, photorealistic rendering, minimal texture complexity"
Dip Pen Fable Illustration | Перо басня,"dip pen fable illustration style, Aesop's tales narrative focus, animal character expression details, cross-hatching shading technique, vintage children's book aesthetic, parchment paper texture, moral storytelling emphasis","digital art, anime style, cartoon proportions, color fills, smooth gradients, modern themes, contemporary styling, 3D effects, adult-oriented content"
Sumi-e Mountain | Суми-э гора,"Sumi-e mountain landscape painting, traditional Asian brush technique, minimal stroke count, spiritual essence capture, ink gradation mastery, rice paper texture, philosophical emptiness exploration","photorealistic rendering, anime style, cartoon proportions, color fills, digital effects, detailed foreground elements, smooth gradients, Western perspective, bright vibrant colors"
Fountain Pen Nature | Перо природа,"fountain pen nature sketch, outdoor observation drawing, plant and landscape detail study, quick gestural marks, Moleskine paper texture, personal field journal aesthetic, ink feathering effects from humidity","digital art, anime style, cartoon proportions, color fills, smooth gradients, studio lighting, professional illustration quality, vector lines, planned composition"
Graphite City Detail | Графитный город детали,"graphite city detail drawing, architectural ornament study, building facade precision, window and door detail rendering, cast shadow accuracy, paper tooth texture visible, urban environment observation","photorealistic color rendering, anime style, cartoon proportions, color fills, digital effects, smooth gradients, bright cheerful atmosphere, vector lines, minimal texture detail"
Charcoal Seascape | Угольный морской пейзаж,"charcoal seascape drawing, dramatic ocean waves, stormy weather atmosphere, textured paper grain integration, eraser highlight technique for sea foam, monochromatic value mastery, emotional nature power expression","calm serene colors, anime style, cartoon proportions, color fills, digital effects, smooth gradients, daytime peaceful scene, photorealistic rendering, minimal texture complexity"
Dip Pen Allegorical | Перо аллегорический,"dip pen allegorical illustration style, symbolic figure representation, classical mythology themes, intricate border designs, cross-hatching shading technique, Renaissance manuscript aesthetic, parchment paper texture, philosophical meaning focus","digital art, anime style, cartoon proportions, color fills, smooth gradients, contemporary themes, modern styling, 3D effects, literal representation, minimal symbolism"
Brush Ink Botanical | Кисть ботаника,"brush ink botanical study, expressive plant form capture, minimal stroke count, spiritual essence of nature, monochromatic value gradation, rice paper absorption effects, seasonal theme focus, meditative practice aesthetic","photorealistic rendering, anime style, cartoon proportions, color fills, digital effects, detailed scientific accuracy, smooth gradients, Western perspective, bright vibrant colors, planned composition"
Ballpoint Pen Doodle | Шариковая каракули,"ballpoint pen doodle art style, spontaneous margin drawings, repetitive pattern exploration, notebook paper texture dominant, everyday creativity expression, accessible medium aesthetic, personal sketchbook quality","digital art, anime style, cartoon proportions, color fills, smooth gradients, professional tools, vector lines, planned composition, commercial art quality, expensive materials"
Mechanical Pencil Fashion | Механический мода,"mechanical pencil fashion sketch, garment construction detail, fabric drape indication, figure proportion accuracy, fashion croquis foundation, design specification lines, industry standard technique","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, loose sketchy lines, casual doodle quality, digital coloring, bright vibrant colors"
Conte Portrait | Контэ портрет,"Conte crayon portrait drawing, warm and cool value separation, expressive face capture, textured paper tooth integration, classical atelier technique, dramatic lighting effects, emotional atmosphere focus","photorealistic color rendering, anime style, cartoon proportions, color fills, digital effects, smooth gradients, bright cheerful colors, minimal texture detail, planned composition aesthetic"
Technical Process Diagram | Техническая схема процесса,"technical process diagram illustration style, manufacturing workflow visualization, step-by-step sequence, component interaction arrows, engineering precision, clean line weights variation, instructional manual aesthetic","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, decorative elements, hand-drawn sketch quality, casual doodle aesthetic, organic forms"
Graphite Mechanical Study | Графитный механика,"graphite mechanical study drawing, technical accuracy precision, gear and mechanism detail rendering, cross-section views, dimension annotations, paper texture integration, engineering blueprint influence, measured scale accuracy","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, loose sketchy lines, organic forms, decorative elements, bright vibrant colors"
Charcoal Fantasy Scene | Угольный фэнтези,"charcoal fantasy scene drawing, dramatic lighting effects, mythical creature silhouettes, textured paper grain integration, atmospheric perspective mastery, eraser highlight technique for magical elements, moody otherworldly atmosphere","bright cheerful colors, anime style, cartoon proportions, color fills, digital effects, smooth gradients, photorealistic rendering, minimal texture complexity, contemporary modern aesthetic"
Dip Pen Heraldic | Перо геральдический,"dip pen heraldic illustration style, coat of arms design, medieval symbolism precision, ornamental border patterns, cross-hatching shading technique, vintage manuscript aesthetic, parchment paper texture, noble family history documentation","digital art, anime style, cartoon proportions, color fills, smooth gradients, contemporary themes, modern styling, 3D effects, minimalist design, casual doodle quality"
Sumi-e Water | Суми-э вода,"Sumi-e water study painting, traditional Asian brush technique, minimal stroke count to capture fluidity, spiritual essence of movement, ink gradation mastery, rice paper texture, philosophical flow concept, meditative practice aesthetic","photorealistic rendering, anime style, cartoon proportions, color fills, digital effects, detailed scientific accuracy, smooth gradients, Western perspective, bright vibrant colors, planned composition"
Fountain Pen Urban | Перо городской,"fountain pen urban sketch, street scene observation, architectural detail study, quick gestural marks, people movement capture, Moleskine paper texture, personal city journal aesthetic, ink bleed effects on absorbent paper","digital rendering, anime style, cartoon proportions, color fills, 3D modeling, smooth gradients, studio lighting effects, professional illustration quality, vector lines, planned composition"
Graphite Portrait Detail | Графитный портрет детали,"graphite portrait detail study, eye and lip rendering focus, skin texture precision, individual eyelash detail, paper tooth texture integration, tonal value mastery, classical academic technique","anime style, cartoon proportions, color fills, digital effects, smooth gradients, expressive brushwork, artistic interpretation, airbrushed perfection"
Charcoal Abstract Expression | Угольная абстрактная экспрессия,"charcoal abstract expression drawing, emotional gestural marks, dramatic value contrasts, paper grain dominance, non-representational composition, spontaneous creation, monochromatic depth exploration","photorealistic representation, anime style, cartoon proportions, color fills, smooth gradients, planned composition, literal subject matter, decorative elements"
Dip Pen Architectural | Перо архитектурный,"dip pen architectural illustration style, building facade detail precision, perspective accuracy, shadow study technique, cross-hatching shading mastery, vintage architectural plate aesthetic, parchment texture","digital rendering, anime style, cartoon proportions, color fills, smooth gradients, 3D modeling, modern CGI effects, casual sketch quality"
Brush Ink Calligraphy | Кисть каллиграфия,"brush ink calligraphy style, traditional Asian brush lettering, minimal stroke economy, spiritual essence capture, ink flow control, rice paper absorption effects, meditative practice aesthetic","photorealistic rendering, anime style, cartoon proportions, color fills, digital effects, detailed shading, Western typography, smooth gradients"
Ballpoint Pen Technical | Шариковая техническая,"ballpoint pen technical drawing style, mechanical precision lines, measurement accuracy, construction detail focus, notebook paper grid alignment, engineering schematic aesthetic, accessible medium precision","digital art, anime style, cartoon proportions, color fills, smooth gradients, professional drafting tools, vector lines, artistic interpretation"
Mechanical Pencil Portrait | Механический портрет,"mechanical pencil portrait drawing, fine line precision, tonal value gradation mastery, facial feature accuracy, paper texture integration, classical atelier technique, expressive eyes focus","anime style, cartoon proportions, color fills, digital effects, smooth gradients, photorealistic rendering, modern digital techniques"
Conte Figure Study | Контэ фигура исследование,"Conte crayon figure study, anatomical accuracy precision, muscle and bone structure indication, warm-cool value separation, textured paper integration, Reilly method construction, gesture and form balance","photorealistic rendering, anime style, cartoon proportions, color fills, digital effects, smooth gradients, casual sketch quality, bright vibrant colors"
Technical Exploded Machinery | Технический разборка механизмов,"technical exploded machinery drawing style, mechanical assembly illustration, part labeling precision, isometric projection mastery, engineering blueprint aesthetic, clean line weights variation, instructional manual clarity","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, decorative elements, hand-drawn sketch aesthetic"
Graphite Landscape Detail | Графитный пейзаж детали,"graphite landscape detail study, tree bark texture rendering, rock formation precision, foliage pattern work, atmospheric perspective mastery, paper tooth texture visible, plein air observation aesthetic","photorealistic color rendering, anime style, cartoon proportions, color fills, digital effects, smooth gradients, bright cheerful atmosphere, vector lines"
Charcoal Portrait Mood | Угольный портрет настроение,"charcoal portrait mood study, emotional atmosphere capture, dramatic lighting effects, paper eraser highlight technique, textured background integration, monochromatic depth mastery, psychological expression focus","bright cheerful colors, anime style, cartoon proportions, color fills, digital effects, smooth gradients, photorealistic rendering, minimal texture complexity"
Dip Pen Decorative Border | Перо декоративная рамка,"dip pen decorative border illustration style, intricate pattern work, floral and geometric motif combination, cross-hatching shading technique, Victorian-era ornamental aesthetic, parchment paper texture, frame composition","digital art, anime style, cartoon proportions, color fills, smooth gradients, modern minimalism, contemporary themes, 3D effects, clean vector design"
Brush Ink Abstract | Кисть абстракция,"brush ink abstract painting style, expressive gestural marks, spontaneous creation, ink bleed effects, monochromatic value exploration, minimal stroke economy, emotional atmosphere focus, rice paper texture","photorealistic rendering, anime style, cartoon proportions, color fills, detailed representation, smooth gradients, planned composition, Western perspective"
Ballpoint Pen Illustrative | Шариковая иллюстративная,"ballpoint pen illustrative drawing style, narrative storytelling focus, character expression details, stippling shading technique, notebook paper texture, personal sketchbook quality, accessible medium aesthetic","digital art, anime style, cartoon proportions, color fills, smooth gradients, professional tools, vector lines, commercial art quality"
Mechanical Pencil Technical | Механический техническая,"mechanical pencil technical illustration style, engineering precision, dimension accuracy, cross-section detail work, gridded paper background, isometric projection mastery, blueprint aesthetic","artistic interpretation, anime style, cartoon proportions, color fills, expressive brushwork, emotional rendering, loose sketchy lines, organic forms"
Conte Landscape Mood | Контэ пейзаж настроение,"Conte crayon landscape mood study, atmospheric perspective mastery, emotional atmosphere capture, soft blended edges, textured paper tooth integration, romantic composition, monochromatic value gradation","photorealistic color rendering, anime style, cartoon proportions, digital effects, smooth gradients, bright vibrant colors, vector lines, Western perspective"
