style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
El Greco Маньеризм | Маньеризм Эль Греко,"маньеристский стиль Эль Греко, вытянутые фигуры, тянущиеся к небесам, духовная интенсивность, необычная цветовая палитра с холодными тонами, пейзаж Толедо на заднем плане, искаженная перспектива для эмоционального эффекта","фотореалистичные пропорции, мультяшные персонажи, глаза аниме, теплая цветовая схема, сбалансированная композиция, спокойное настроение"
Titian Венецианский Ренессанс | Венецианский Ренессанс Тициана,"стиль Тициана Венецианского Ренессанса, богатый колористический подход, чувственные женские фигуры, эффекты света Венеции, мастерство масляной живописи, мифологические и религиозные темы, динамичная композиция","резкие линии, мультяшные пропорции, глаза аниме, цифровой рендеринг, современные цвета, статичная композиция, минимальные детали"
Bruegel Фламандский | Фламандский Брейгеля,"стиль Питера Брейгеля Старшего фламандского Ренессанса, крестьянские деревенские сцены, детальные пейзажные фоны, повествование сезонных занятий, многолюдные композиции, моральные аллегории, земляная цветовая палитра","фотореалистичные детали, мультяшные персонажи, аниме стиль, минимальный фон, современный сюжет, яркие цвета, простая композиция"
Albrecht Durer Северный Ренессанс | Северный Ренессанс Дюрера,"стиль Альбрехта Дюрера Северного Ренессанса, тщательные детали, точность автопортрета, точность исследований дикой природы, мастерство техники гравюры, немецкий Ренессанс, символические религиозные элементы","свободная манера письма, мультяшные животные, персонажи аниме, импрессионистское размытие, современная эстетика, упрощенные формы"
Goya Романтизм | Романтизм Гойи,"романтический стиль Франсиско Гойи, интенсивность темного периода, «Сон разума рождает чудовищ», политический комментарий, драматическое освещение, психологическая глубина, испанский придворный живописец, ставший бунтарем","яркое радостное настроение, мультяшные персонажи, глаза аниме, фотореалистичный портрет, современный сюжет, мирная композиция"
Delacroix Романтизм | Романтизм Делакруа,"романтический стиль Эжена Делакруа, композиция «Свобода, ведущая народ», драматические исторические сцены, экзотические восточные сюжеты, яркие контрастные цвета, динамичное движение, страстная манера письма","спокойная статичная композиция, мультяшные персонажи, аниме стиль, фотореалистичные детали, приглушенные цвета, реалистичная перспектива"
Corot Барбизон | Барбизон Коро,"стиль Камиля Коро школы Барбизон, поэтическая атмосфера пейзажа, серебристо-серо-зеленая палитра, мягкая атмосферная перспектива, исследования деревьев с тонкими ветвями, предвестник импрессионизма, тихое созерцание","яркие насыщенные цвета, мультяшные деревья, персонажи аниме, драматическое освещение, фотореалистичные детали, современный городской сюжет"
Courbet Реализм | Реализм Курбе,"реалистический стиль Гюстава Курбе, изображение каменотесов, неидеализированная сельская жизнь, техника толстого импасто, философия демократического искусства, крупномасштабные рабочие классовые сюжеты, честное наблюдение","романтизированный сюжет, мультяшные персонажи, глаза аниме, идеализированная красота, фотореалистичные детали, драматическое освещение, современная обстановка"
Manet Современная жизнь | Современная жизнь Мане,"стиль современной жизни Эдуарда Мане, спорный обнаженный Олимпия, плоские декоративные цветовые области, смелые черные контуры, влияние японских гравюр, современные парижские сюжеты, живописная техника","фотореалистичные детали, мультяшные персонажи, аниме стиль, традиционная перспектива, исторический сюжет, драматическое киароскуро"
Cezanne Постимпрессионизм | Постимпрессионизм Сезанна,"постимпрессионистский стиль Поля Сезанна, анализ геометрической структуры, натюрморт с яблоками, серия Мон-Сен-Виктуар, несколько точек зрения, основы кубизма, аналитическая манера письма","фотореалистичные детали, мультяшные фрукты, персонажи аниме, гладкое смешивание, традиционная перспектива, эмоциональное выражение, свободная импрессионистская манера письма"
Gauguin Синтетизм | Синтетизм Гогена,"стиль синтетизма Поля Гогена, сцены таитянского рая, плоские декоративные цветовые области, техника клуазонизма, духовная символика, экзотические культурные мотивы, смелые контуры, влияние примитивизма","фотореалистичные детали, мультяшные персонажи, глаза аниме, европейская эстетика, реалистичная перспектива, тонкие цвета, современный сюжет"
Toulouse-Lautrec Постимпрессионизм | Постимпрессионизм Тулуз-Лотрека,"постимпрессионистский стиль Анри де Тулуз-Лотрека, парижские афиши ночной жизни, танцовщицы Мулен Руж, смелые плоские цвета, влияние японских гравюр, отличительные силуэты, графический дизайн в живописи","фотореалистичные детали, мультяшные персонажи, аниме стиль, традиционная перспектива, дневные сцены, приглушенные цвета, реалистичная анатомия"
Seurat Пуантилизм | Пуантилизм Сёра,"стиль пуантилизма Жоржа Сёра, композиция «Воскресный день на острове Ла-Гранд-Жатте», научная теория цвета, крошечные точки чистого цвета, эффект оптического смешивания, рассчитанная композиция","свободная манера письма, мультяшные персонажи, аниме стиль, смешанные цвета, фотореалистичные детали, эмоциональное выражение, традиционная перспектива"
Braque Кубизм | Кубизм Брака,"кубистский стиль Жоржа Брака, фаза аналитического кубизма, фрагментированные объекты с нескольких углов, монохромная палитра, интеграция элементов коллажа, натюрморты, соавтор Пикассо","фотореалистичные детали, мультяшные персонажи, аниме стиль, яркие цвета, традиционная перспектива, эмоциональное выражение, гладкое смешивание"
Miro Каталонский сюрреализм | Каталонский сюрреализм Миро,"каталонский сюрреализм Хуана Миро, биоморфные абстрактные формы, игривое качество в духе детства, влияние Барселоны, символический личный язык, яркие основные цвета, техника автоматического рисования","фотореалистичные детали, мультяшные персонажи, аниме стиль, реалистичная перспектива, представительные формы, традиционная композиция, приглушенные цвета"
Klee Швейцарское фэнтези | Швейцарское фэнтези Клея,"швейцарский стиль фэнтези Пауля Клее, геометрическая абстракция с детской непосредственностью, влияние музыкальной нотации, символические знаки и иероглифы, приглушенные земляные тона с акцентами, точность учителя Баухауса","фотореалистичные детали, мультяшные персонажи, аниме стиль, гладкое смешивание, традиционная перспектива, драматическое освещение, эмоциональное выражение"
Munch Норвежский экспрессионизм | Норвежский экспрессионизм Мунка,"норвежский экспрессионизм Эдварда Мунка, эмоциональная интенсивность «Крика», влияние фьордов Осло, психологические темы, смелые контрастные цвета, упрощенные человеческие фигуры, эстетика гравюр на дереве","спокойное мирное настроение, мультяшные персонажи, глаза аниме, фотореалистичные детали, радостные цвета, логичная композиция, реалистичная перспектива"
Schiele Венский экспрессионизм | Венский экспрессионизм Шиле,"венский экспрессионизм Эгона Шиле, искаженные человеческие фигуры, откровенная сексуальность, угловатые позы, нервная линия, психологическая интенсивность, вытянутые пальцы и конечности, бунт ученика Климта","фотореалистичная анатомия, мультяшные пропорции, глаза аниме, гладкое затенение, радостное настроение, идеализированная красота, традиционная композиция"
Modigliani Итальянский модернизм | Итальянский модернизм Модильяни,"итальянский модернизм Амедео Модильяни, вытянутые лица и шеи, миндалевидные глаза, упрощенные элегантные формы, богемная жизнь Парижа, влияние африканских масок, лирическое качество линии","фотореалистичные пропорции, мультяшные персонажи, глаза аниме, драматическое освещение, занятый фон, современные цвета, реалистичная текстура"
Chagall Русско-французский сюрреализм | Русско-французский сюрреализм Шагала,"русско-французский сюрреализм Марка Шагала, парящие влюбленные над Витебском, элементы еврейского фольклора, сказочная цветовая палитра, прозрачные перекрывающиеся фигуры, символизм музыкальных инструментов, влияние парижской эмиграции","фотореалистичный портрет, мультяшные персонажи, аниме стиль, реалистичная перспектива, обыденный сюжет, земляные тона, традиционная композиция"
Kandinsky Русская абстракция | Русская абстракция Кандинского,"период русской абстракции Василия Кандинского, концепция духовного в искусстве, влияние народного искусства, взрывы ярких цветов, динамичные композиции, геометрические формы со смыслом, основа Баухауса","фигуративное искусство, мультяшные персонажи, аниме стиль, фотореалистичные детали, традиционная перспектива, буквальное представление, приглушенные цвета"
Malevich Супрематизм | Супрематизм Малевича,"супрематистский стиль Казимира Малевича, Черный квадрат на белом фоне, чистота геометрической абстракции, нулевая степень живописи, духовное превосхождение через форму, русская авангардная революция","фигуративные элементы, мультяшные персонажи, аниме стиль, представительные формы, традиционная перспектива, эмоциональное выражение, детальные текстуры"
Ernst Сюрреализм | Сюрреализм Эрнста,"сюрреалистический стиль Макса Эрнста, техника фроттажа (натирки), техника граттажа (скобления), лесные сцены со скрытыми фигурами, сновидческие образы, психоаналитическое влияние, альтер-эго птицы Лоплоп","фотореалистичные детали, мультяшные персонажи, аниме стиль, яркое радостное настроение, логичная композиция, реалистичная перспектива, традиционный сюжет"
Magritte Сюрреализм | Сюрреализм Магритта,"сюрреалистический стиль Рене Магритта, трубка с текстом «Это не трубка», мужчины в цилиндрах, парящие объекты, точная реалистичная техника в невозможных сценах, философия бельгийского сюрреализма","мультяшный стиль, персонажи аниме, фотореалистичный портрет, радостные цвета, логичная композиция, обыденный сюжет, свободная манера письма"
Dali Каталонский сюрреализм | Каталонский сюрреализм Дали,"каталонский сюрреализм Сальвадора Дали, тщательная техника в сновидческих образах, символика тающих часов, влияние каталонского пейзажа, фрейдистский психоанализ, гиперреалистичные детали в фантастических сценах","мультяшный стиль, персонажи аниме, фотореалистичный портрет, радостные цвета, логичная композиция, обыденный сюжет, свободная манера письма"
Picasso Испанский кубизм | Испанский кубизм Пикассо,"испанский кубизм Пабло Пикассо, шедевр «Герника» против войны, фрагментированные формы с эмоциональной интенсивностью, монохромная палитра с символическими акцентами, мотивы корриды, комментарий испанской гражданской войны","фотореалистичные детали, мультяшные персонажи, аниме стиль, яркие цвета, традиционная перспектива, гладкое смешивание, радостное настроение"
Goya Испанский романтизм | Испанский романтизм Гойи,"испанский романтизм Франсиско Гойи, интенсивность темного периода, «Сон разума рождает чудовищ», политический комментарий, драматическое освещение, психологическая глубина, испанский придворный живописец, ставший бунтарем","яркое радостное настроение, мультяшные персонажи, глаза аниме, фотореалистичный портрет, современный сюжет, мирная композиция, идеализированная красота"
El Greco Испанский маньеризм | Испанский маньеризм Эль Греко,"испанский маньеризм Эль Греко, вытянутые фигуры, тянущиеся к небесам, духовная интенсивность, необычная цветовая палитра с холодными тонами, пейзаж Толедо на заднем плане, искаженная перспектива для эмоционального эффекта","фотореалистичные пропорции, мультяшные персонажи, глаза аниме, теплая цветовая схема, сбалансированная композиция, спокойное настроение, реалистичные детали"
Velazquez Испанский барокко | Испанский барокко Веласкеса,"испанский барочный стиль Диего Веласкеса, сложная композиция «Менины», мастерство придворного живописца, тонкая манера письма, раскрывающая форму, отражения в зеркале, психологическая глубина, золотой век Испании","драматическое тенебризм, мультяшные персонажи, глаза аниме, фотореалистичная текстура кожи, современный сюжет, яркое плоское освещение, простая композиция"
Murillo Испанский барокко | Испанский барокко Мурильо,"испанский барочный стиль Бартоломе Эстебана Мурильо, нежные религиозные сцены, мягкая техника сфумато, идеализированные детские фигуры, теплые золотистые тона, влияние школы Севильи, доступная благочестивость","драматическое освещение, мультяшные персонажи, глаза аниме, фотореалистичные детали, современный сюжет, прохладная цветовая палитра, резкие тени"
Zurbaran Испанский барокко | Испанский барокко Сурбарана,"испанский барочный стиль Франсиско де Сурбарана, картезианские монахи в созерцании, скульптурное обращение с фигурой, драматическое освещение киароскуро, аскетическая религиозная интенсивность, элементы натюрморта со смыслом","яркое радостное настроение, мультяшные персонажи, глаза аниме, фотореалистичный портрет, современный сюжет, красочная палитра, динамичная композиция"
Ribalta Испанский тенебризм | Испанский тенебризм Рибальты,"испанский стиль тенебризма Франсиско Рибальты, драматические религиозные сцены, влияние Караваджо, интенсивные контрасты света и тени, духовность испанской контрреформации, эмоциональная интенсивность","яркое равномерное освещение, мультяшные персонажи, глаза аниме, фотореалистичная текстура кожи, современный сюжет, приглушенные цвета, спокойное настроение"
Sorolla Испанский импрессионизм | Испанский импрессионизм Сорольи,"испанский импрессионистский стиль Хоакина Сорольи, яркий средиземноморский свет, пляжные сцены с детьми, свободная манера письма, передающая движение, светящаяся цветовая палитра, атмосфера валенсийского побережья","темные приглушенные цвета, мультяшные персонажи, глаза аниме, фотореалистичные детали, студийное освещение, североевропейская палитра, статичная композиция"
Zuloaga Испанский костумбризм | Испанский костумбризм Сулоаги,"испанский костумбризм Игнасио Сулоаги, изображение испанского национального характера, сюжеты с тореадорами и цыганами, темная палитра с драматическим освещением, романтизированная испанская идентичность, живописная техника","яркое радостное настроение, мультяшные персонажи, глаза аниме, фотореалистичные детали, современный сюжет, международный стиль, гладкое смешивание"
Gris Синтетический кубизм | Синтетический кубизм Гриз,"синтетический кубизм Хуана Гриса, натюрморты с интеграцией текста, элементы коллажа, плоские декоративные цветовые области, точные геометрические формы, парижские кафе сцены, новатор движения кубизма","фотореалистичные детали, мультяшные персонажи, аниме стиль, яркие цвета, традиционная перспектива, эмоциональное выражение, свободная манера письма"
Picabia Дада | Дада Пикабиа,"стиль движения дада Франсиса Пикабиа, механические портреты с ироничными названиями, антихудожественная философия, насмешка над машинным веком, яркие коммерческие цвета, провокационный сюжет, авангардный бунт","традиционные художественные ценности, мультяшные персонажи, аниме стиль, реалистичная перспектива, эмоциональное выражение, тонкие цвета, классическая композиция"
Arp Дада-сюрреализм | Дада-сюрреализм Арпа,"стиль дада-сюрреализма Жана (Ханса) Арпа, биоморфные абстрактные формы, техника случайных операций, органические формы, парящие в пространстве, поэтический подход к абстракции, основатель Цюрихского дада","геометрическая точность, мультяшные персонажи, аниме стиль, представительные формы, традиционная перспектива, логичная композиция, жесткие формы"
Kirchner Ди Брюке | Ди Брюке Кирхнера,"стиль «Ди Брюке» Эрнста Людвига Кирхнера, берлинские уличные сцены, угловатые фигуры, насильственные контрастные цвета, выражение городской тревоги, влияние примитивных гравюр на дереве, немецкое экспрессионистское движение","спокойное мирное настроение, мультяшные персонажи, глаза аниме, фотореалистичные детали, мягкие цвета, традиционная перспектива, сельский сюжет"
Beckmann Новая объективность | Новая объективность Беккмана,"стиль новой объективности Макса Беккмана, триптихные композиции, разочарование после WWI, резкие реалистичные детали со смыслом, многолюдные клаустрофобные пространства, немецкий социальный комментарий","мультяшные персонажи, глаза аниме, фотореалистичный портрет, радостное настроение, абстрактные формы, открытые пространства, современный сюжет"
Otto Dix Немецкий реализм | Немецкий реализм Дикса,"немецкий реалистический стиль Отто Дикса, портреты ветеранов WWI, жесткое честное изображение, критика социального неравенства, точное мастерство рисунка, движение новой объективности, сатирический элемент","романтизированный сюжет, мультяшные персонажи, глаза аниме, идеализированная красота, гладкое смешивание, радостное настроение, современная эстетика"
Grosz Берлинский дада | Берлинский дада Грозда,"стиль берлинского дада Георга Грозда, сатирический социальный комментарий, гротескные карикатуры буржуазии, резкая техника рисования чернилами, коррупция послевоенного Берлина, циничная перспектива","фотореалистичный портрет, мультяшные персонажи, аниме стиль, идеализированная красота, гладкое смешивание, радостное настроение, реалистичные пропорции"
Leger Механический стиль | Механический стиль Леже,"механический стиль Фернана Леже, трубчатые формы, эстетика машинного века, смелые упрощенные формы, основные цвета, современные индустриальные сюжеты, кубистское влияние с механической точностью","органические плавные формы, мультяшные персонажи, аниме стиль, детальные текстуры, традиционная перспектива, эмоциональное выражение, приглушенные цвета"
Miro Испанский сюрреализм | Испанский сюрреализм Миро,"испанский сюрреализм Хуана Миро, влияние каталонского народного искусства, биоморфные абстрактные формы, игривое качество в духе детства, символический личный язык, яркие основные цвета, техника автоматического рисования","фотореалистичные детали, мультяшные персонажи, аниме стиль, реалистичная перспектива, представительные формы, традиционная композиция, приглушенные цвета"
Dali Испанский сюрреализм | Испанский сюрреализм Дали,"испанский сюрреализм Сальвадора Дали, тщательная техника в сновидческих образах, символика тающих часов, влияние каталонского пейзажа, фрейдистский психоанализ, гиперреалистичные детали в фантастических сценах","мультяшный стиль, персонажи аниме, фотореалистичный портрет, радостные цвета, логичная композиция, обыденный сюжет, свободная манера письма"
Bosch Северное Возрождение | Северное Возрождение Босха,"стиль Иеронима Босха Северного Возрождения, триптих «Сад земных наслаждений», фантастические существа, моральные аллегории, тщательные детали, религиозная символика, техника Северного Возрождения","современное искусство, мультяшные персонажи, аниме стиль, яркие радостные цвета, простая композиция, современный сюжет, гладкое смешивание"
Brueghel Фламандский жанр | Фламандский жанр Брейгеля,"стиль Яна Брейгеля Старшего фламандской жанровой живописи, детальные натюрморты с цветами, райские пейзажи, совместные работы с Рубенсом, богатая цветовая палитра, тщательная манера письма, темы Контрреформации","абстрактное искусство, мультяшные цветы, персонажи аниме, свободная импрессионистская манера письма, современная композиция, минималистический стиль, яркие плоские цвета"
Rubens Фламандское барокко | Фламандское барокко Рубенса,"стиль Петера Пауля Рубенса фламандского барокко, динамичное движение, чувственные фигуры, драматическое перспективное укорочение, богатая цветовая палитра, мифологические и религиозные сюжеты, система мастерской","статичная композиция, мультяшные персонажи, глаза аниме, фотореалистичная текстура кожи, современный сюжет, минималистический стиль, прохладная цветовая схема"
Van Eyck Северное Возрождение | Северное Возрождение Ван Эйка,"стиль Яна ван Эйка Северного Возрождения, мастерство деталей портрета Арнольфини, инновация техники масляной живописи, символические элементы, тщательное наблюдение, фламандский реализм, скрытые значения","свободная манера письма, мультяшные персонажи, аниме стиль, импрессионистское размытие, современная эстетика, упрощенные формы, яркое плоское освещение"
Holbein Северный Ренессанс | Северный Ренессанс Гольбейна,"стиль Ганса Гольбейна Младшего Северного Ренессанса, точность портретов, придворный живописец Тюдоров, символические объекты, богатые текстуры, психологическая глубина, анаморфная перспектива в «Посланниках»","импрессионистское размытие, мультяшные лица, глаза аниме, фотореалистичные детали в современной интерпретации, драматическое освещение, эмоциональное выражение, абстрактные формы"
Bosch Фантастика | Фантастика Босха,"стиль Иеронима Босха фантастический, другие существа, адовы сцены, моральные аллегории, детальная миниатюрная живопись, сюрреалистические пейзажи, воображение Северного Возрождения","современное цифровое искусство, мультяшные персонажи, аниме стиль, яркое радостное настроение, реалистичная перспектива, современный сюжет, гладкое цифровое рендеринг"
