style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
Warner Bros Tiny Toons | Warner Bros Крошечные туны,"стиль Warner Bros Крошечные туны, студенческие персонажи изучающие комедию, мета-юмор отсылки, эстетика анимации 1990-х годов, камео персонажей из классических Looney Tunes, качество субботнего утра","современный CGI, аниме эстетика, стиль принцесс Disney, темные взрослые темы, минималистичный дизайн, взрослый ориентированный юмор"
MGM Golden Age | MGM золотой век,"стиль MGM золотого века, детализированные последовательности Тома и Джерри, качество анимации 1940-х годов, сложный слэпстик, выразительные движения персонажей, эстетика короткометражки в театре, лауреат премии Оскар анимация","ограниченная анимация, аниме стиль, современный CGI, эстетика принцесс Disney, качество телевизионного мультфильма, минималистичные фоны"
Fleischer Betty Boop | Fleischer Бетти Буп,"стиль Fleischer Бетти Буп, эстетика джазовой эры 1930-х годов, влияние анимации резиновых шлангов, сюрреалистичные сонные последовательности, техника ротоскопирования, черно-белое с цветовыми акцентами, свобода добуквенной эры","современная анимация, аниме эстетика, стиль принцесс Disney, 3D рендеринг, семейные темы, современный юмор"
UPA Mr Magoo | UPA Мистер Магу,"стиль UPA Мистера Магу, минималистичный дизайн персонажей, техника ограниченной анимации, преувеличенные выражения, влияние современного искусства, графический дизайн подход к анимации, эстетика 1950-х годов","детализированная анимация, аниме стиль, классическая ручная анимация Disney, 3D рендеринг, сложные фоны, традиционная покраска целлулоидов"
Hanna-Barbera Flintstones | Hanna-Barbera Флинтстоуны,"стиль Hanna-Barbera Флинтстоунов, эстетика каменного века, техника ограниченной анимации, формат семейного ситкома, юмор на основе клише, качество субботнего утра, современные удобства в доисторическом стиле","детализированная анимация, аниме эстетика, стиль принцесс Disney, 3D рендеринг, кинематографическое качество, драматическое повествование"
Walt Disney Silly Symphonies | Дисней Симфонии глупостей,"стиль Walt Disney Симфоний глупостей, ранние эксперименты с цветной анимацией, предшественник Фантазии, музыкальная синхронизация, детализированные фоны, художественные анимационные последовательности, инновации Disney 1930-х годов","современный CGI, аниме стиль, ограниченная анимация, формат семейного ситкома, современный юмор, минималистичный дизайн"
Nickelodeon Rugrats | Nickelodeon Малыши,"стиль Nickelodeon Малышей, повествование с точки зрения ребенка, эстетика мультфильмов 1990-х годов, качество ручной анимации, комедия семейных отношений, последовательности детского воображения, ностальгические детские темы","аниме эстетика, стиль принцессы Disney, 3D рендеринг, темные взрослые темы, минималистичный дизайн, взрослый ориентированный юмор"
Cartoon Network Dexter | Cartoon Network Декстер,"стиль Cartoon Network Лаборатории Декстера, эстетика комедии о сумасшедшем ученом, дизайн 1990-х годов, геометрические формы персонажей, жирные контуры, комедия лабораторных настроек, темы соперничества братьев","аниме стиль, эстетика принцессы Disney, 3D рендеринг, темные взрослые темы, традиционная ручная анимация, минималистичные фоны"
Disney Pixar Monsters Inc | Pixar Монстры Inc,"стиль Disney Pixar Монстров Inc, эстетика мира дверей, детализированные дизайны монстров, темы комедии рабочего места, эмоциональное повествование, мастерство 3D анимации, элементы семейного хоррора","аниме эстетика, ручная 2D анимация, темный взрослый хоррор, минималистичный дизайн, традиционная покраска целлулоидов, серьезный драматический тон"
Warner Bros Animaniacs | Warner Bros Аниманияки,"стиль Warner Bros Аниманиаков, формат варьете, мета-юмор отсылки, эстетика анимации 1990-х годов, комедия ансамбля персонажей, музыкальные номера, возрождение субботнего утра","аниме стиль, эстетика принцессы Disney, 3D рендеринг, темные взрослые темы, минималистичный дизайн, только традиционная ручная анимация"
Blue Sky Ice Age | Blue Sky Ледниковый период,"стиль Blue Sky Ледникового периода, эстетика доисторической комедии, детализированная прорисовка шерсти, слэпстик юмор, темы семейной динамики, кинематографические съемки пейзажей, качество 3D анимации","аниме эстетика, ручная 2D анимация, темные серьезные темы, минималистичный дизайн, традиционные фоны, драматическая трагедия"
Aardman Wallace Gromit | Aardman Уоллес и Громит,"стиль Aardman Уоллеса и Громита, британское очарование стоп-моушна, текстура глиняной анимации, комедийный тайминг, инженерный юмор, эстетика сельской Англии, детализированные миниатюрные декорации","3D CGI анимация, аниме эстетика, американская мультяшная комедия, темные взрослые темы, минималистичный дизайн, супергеройские темы"
Laika Coraline | Laika Коралина,"стиль Laika Коралины, стоп-моушн готическая сказка, персонажи с пуговичными глазами, детализированная анимация кукол, жуткая атмосфера, элементы психологического хоррора, семейные страхи","яркая радостная эстетика Disney, аниме эстетика, анимация резиновых шлангов, комедийные мультяшные персонажи, минималистичные фоны, традиционная анимация на целлулоиде"
Sony Hotel Transylvania | Sony Отель Трансильвания,"стиль Sony Отель Трансильвания, эстетика монстр-комедии, режиссура Дженнди Тартаковского, преувеличенные движения персонажей, семейный юмор, детализированный дизайн окружения, современная CGI анимация","аниме стиль, эстетика принцессы Disney, темный серьезный хоррор, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Illumination Despicable Me | Illumination Гадкий я,"стиль Illumination Гадкий я, эстетика комедии о суперзлодее, дизайн персонажей Миньонов, темы семейного искупления, детализированные городские окружения, современная CGI анимация, комедийный тайминг","аниме эстетика, стиль принцессы Disney, темные взрослые темы, традиционная ручная анимация, серьезный драматический тон, минималистичные фоны"
Disney Zootopia | Дисней Зверополис,"стиль Disney Зверополиса, антропоморфные животные-персонажи, детализированное построение мира, современная CGI анимация, темы социального комментария, семейная комедия, эмоциональное повествование","аниме эстетика, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, пропорции резиновых шлангов"
Warner Bros Bugs Bunny | Warner Bros Багз Банни,"стиль Warner Bros Багза Банни, анимация золотого века 1940-х годов, влияние Текса Эйвери, юмор с разрушением четвертой стены, нью-йоркский акцент персонажа, комедия с морковью, качество короткометражки в театре","современный CGI, аниме эстетика, стиль принцессы Disney, темные взрослые темы, минималистичный дизайн, качество телевизионного мультфильма"
Pixar Toy Story | Pixar История игрушек,"стиль Pixar Истории игрушек, повествование с точки зрения игрушек, детализированные текстуры пластика, эмоциональные дуги персонажей, темы дружбы, современная CGI анимация, техники кинематографического освещения","аниме стиль, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, анимация резиновых шлангов"
DreamWorks Shrek | DreamWorks Шрек,"стиль DreamWorks Шрека, эстетика пародии на сказки, дизайн персонажа тролля, озвучка знаменитостей, саундтрек поп-музыки, комедийный тайминг, детализированные окружения болота","аниме эстетика, стиль принцессы Disney, темные серьезные темы, традиционная ручная анимация, минималистичный дизайн, драматическая трагедия"
Blue Sky Rio | Blue Sky Рио,"стиль Blue Sky Рио, эстетика тропического приключения птиц, детализированная прорисовка перьев, влияние бразильской музыки, красочные окружения, семейная комедия, современная CGI анимация","аниме стиль, эстетика принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Aardman Chicken Run | Aardman Курополис,"стиль Aardman Курополис, стоп-моушн комедия о побеге из тюрьмы, текстура глиняной анимации, влияние британского юмора, дизайн персонажей куриц, детализированные фермерские окружения, элементы пародии Второй мировой войны","3D CGI анимация, аниме эстетика, американская мультяшная комедия, темные взрослые темы, минималистичный дизайн, супергеройские темы"
Laika Kubo | Laika Кубо,"стиль Laika Кубо и две струны, эстетика японского фольклора, детализированная стоп-моушн кукольная анимация, темы магического реализма, элементы семейной драмы, готический визуальный стиль, номинация на Оскар анимация","яркая радостная эстетика Disney, аниме эстетика, анимация резиновых шлангов, комедийные мультяшные персонажи, минималистичные фоны, традиционная анимация на целлулоиде"
Sony Cloudy Meatballs | Sony Облачно с мясными фрикадельками,"стиль Sony Облачно с мясными фрикадельками, эстетика комедии с погодой из еды, преувеличенные пропорции персонажей, детализированные текстуры еды, хаотические сценки экшенов, семейный юмор, современная CGI анимация","аниме эстетика, стиль принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Illumination Sing | Illumination Пою,"стиль Illumination Пою, эстетика конкурса талантов, дизайн персонажей животных, музыкальные выступления, красочные сценические окружения, семейный юмор, современная CGI анимация","аниме стиль, эстетика принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Disney Moana | Дисней Моана,"стиль Disney Моаны, эстетика тихоокеанских островитян, детализированная анимация океана, темы приключений с ориентированием, эмоциональное путешествие персонажа, современная CGI анимация, влияние полинезийской мифологии","аниме эстетика, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, пропорции резиновых шлангов"
Warner Bros Daffy Duck | Warner Bros Даффи Дак,"стиль Warner Bros Даффи Дака, анимация золотого века 1940-х годов, эстетика самоуничтожающей комедии, дизайн персонажа утки, нью-йоркский акцент, качество короткометражки в театре, влияние Текса Эйвери","современный CGI, аниме эстетика, стиль принцессы Disney, темные взрослые темы, минималистичный дизайн, качество телевизионного мультфильма"
Pixar Finding Nemo | Pixar В поисках Немо,"стиль Pixar В поисках Немо, эстетика подводного приключения, детализированные океанические окружения, темы отношений отца и сына, эмоциональное повествование, современная CGI анимация, подводные эффекты освещения","аниме стиль, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, анимация резиновых шлангов"
DreamWorks How to Train Dragon | DreamWorks Как приручить дракона,"стиль DreamWorks Как приручить дракона, эстетика викингов, детализированные дизайны драконов, темы отношений отца и сына, эмоциональное повествование, современная CGI анимация, сцены полета","аниме эстетика, стиль принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Blue Sky Robots | Blue Sky Роботы,"стиль Blue Sky Роботов, эстетика построения механического мира, детализированные дизайны роботов, темы классовой борьбы, семейная комедия, современная CGI анимация, прорисовка металлических текстур","аниме стиль, эстетика принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Aardman Shaun Sheep | Aardman Шон овца,"стиль Aardman Шона овцы, стоп-моушн пасторальная комедия, текстура глиняной анимации, влияние немого кино, эстетика британского юмора, дизайн персонажей фермерских животных, детализированные миниатюрные окружения","3D CGI анимация, аниме эстетика, американская мультяшная комедия, темные взрослые темы, минималистичный дизайн, супергеройские темы"
Laika Boxtrolls | Laika Коробочники,"стиль Laika Коробочников, стоп-моушн стимпанк эстетика, детализированные дизайны персонажей в коробках, подземные городские окружения, темы семейных приключений, готический визуальный стиль, детализированная кукольная анимация","яркая радостная эстетика Disney, аниме эстетика, анимация резиновых шлангов, комедийные мультяшные персонажи, минималистичные фоны, традиционная анимация на целлулоиде"
Sony Spider-Verse Miles | Sony Спайдер-Вселенная Майлз,"стиль Sony Spider-Verse Майлза Моралеса, комиксные визуальные техники, полутоновые узоры, жирные контуры, яркие цветовые блоки, влияние уличного искусства Бруклина, темы взросления","традиционная анимация, аниме стиль, эстетика принцессы Disney, 3D фотореалистичный рендеринг, только ручной рисунок, классическая оркестровая музыка"
Illumination Hop | Illumination Хоп,"стиль Illumination Хоп, эстетика комедии пасхального кролика, озвучка знаменитостей, семейный юмор, современная CGI анимация, красочные окружения, темы взросления","аниме эстетика, стиль принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Disney Tangled | Дисней Рапунцель,"стиль Disney Рапунцели, дизайн персонажа Рапунцели, детализированная анимация волос, эстетика романтической сказки, современная CGI анимация, последовательности фестиваля фонарей, эмоциональное повествование","аниме эстетика, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, пропорции резиновых шлангов"
Warner Bros Road Runner | Warner Bros Дорожный бегун,"стиль Warner Bros Дорожного бегуна, эстетика пустынной погони, дизайн персонажа Уайла Э Койота, неудачи с товаром ACME, минималистичные пустынные фоны, слэпстик юмор, качество короткометражки в театре","современный CGI, аниме эстетика, стиль принцессы Disney, темные взрослые темы, детализированная анимация, качество телевизионного мультфильма"
Pixar Cars | Pixar Тачки,"стиль Pixar Тачек, антропоморфные персонажи-транспортные средства, эстетика ностальгии по маршруту 66, детализированные текстуры машин, темы гоночных приключений, семейная комедия, современная CGI анимация","аниме стиль, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, анимация резиновых шлангов"
DreamWorks Kung Fu Panda | DreamWorks Кунг-фу Панда,"стиль DreamWorks Кунг-фу Панды, эстетика боевой комедии, дизайн персонажа панды, влияние китайской культуры, детализированное окружение, темы эмоционального роста персонажа, современная CGI анимация","аниме эстетика, стиль принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Blue Sky Epic | Blue Sky Эпик,"стиль Blue Sky Эпик, эстетика лесного фэнтези, детализированные окружения листьев, темы природа против технологий, семейное приключение, современная CGI анимация, красочные дизайны существ","аниме стиль, эстетика принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Aardman Pirates | Aardman Пираты,"стиль Aardman Пиратов!, стоп-моушн пиратская комедия, текстура глиняной анимации, влияние британского юмора, детализированные окружения пиратского корабля, темы поиска сокровищ, комедия ансамбля персонажей","3D CGI анимация, аниме эстетика, американская мультяшная комедия, темные взрослые темы, минималистичный дизайн, супергеройские темы"
Laika Missing Link | Laika Тайна Коко,"стиль Laika Тайна Коко, эстетика викторианской эры, детализированная стоп-моушн кукольная анимация, дизайны персонажей снежного человека, темы исследований, семейная комедия, готический визуальный стиль","яркая радостная эстетика Disney, аниме эстетика, анимация резиновых шлангов, комедийные мультяшные персонажи, минималистичные фоны, традиционная анимация на целлулоиде"
Sony Angry Birds | Sony Злые птицы,"стиль Sony Злые птицы, эстетика адаптации игры, дизайны персонажей птиц, темы птиц-антагонистов, красочные окружения, семейный юмор, современная CGI анимация","аниме эстетика, стиль принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Illumination The Secret Life Pets | Illumination Домашние питомцы,"стиль Illumination Тайная жизнь домашних питомцев, повествование с точки зрения питомца, окружения Нью-Йорка, дизайны персонажей животных, комедийный тайминг, семейный юмор, современная CGI анимация","аниме стиль, эстетика принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Disney Big Hero 6 | Дисней Большой герой 6,"стиль Disney Большой герой 6, эстетика приключения команды супергероев, детализированные дизайны роботов, окружения города Сан-Франсоко, темы эмоциональной потери, современная CGI анимация, сцены экшен","аниме эстетика, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, пропорции резиновых шлангов"
Warner Bros Porky Pig | Warner Bros Порки Пиг,"стиль Warner Bros Порки Пига, анимация золотого века 1930-х годов, комедия с заикающейся речью, дизайн персонажа свиньи, качество короткометражки в театре, появления в ансамбле Looney Tunes, переход от черно-белого к цветному","современный CGI, аниме эстетика, стиль принцессы Disney, темные взрослые темы, минималистичный дизайн, качество телевизионного мультфильма"
Pixar Brave | Pixar Храброе сердце,"стиль Pixar Храброе сердце, эстетика средневековой Шотландии, детализированная анимация пейзажей, темы отношений матери и дочери, эмоциональное повествование, современная CGI анимация, кельтские культурные влияния","аниме стиль, ручная 2D анимация, темные взрослые темы, минималистичный дизайн, традиционные фоны, анимация резиновых шлангов"
DreamWorks Megamind | DreamWorks Мегамозг,"стиль DreamWorks Мегамозг, эстетика пародии на супергероев, дизайн персонажа синего инопланетянина, комедия разрушения города, эмоциональное развитие персонажа, современная CGI анимация, детализированные городские окружения","аниме эстетика, стиль принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Blue Sky Ferdinand | Blue Sky Фердиннд,"стиль Blue Sky Фердинанда, дизайн персонажа доброго быка, эстетика испанского сельского пейзажа, темы мирной природы, семейная комедия, детализированные цветочные окружения, современная CGI анимация","аниме стиль, эстетика принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Aardman Early Man | Aardman Первобытный человек,"стиль Aardman Первобытного человека, эстетика доисторической комедии, текстура глиняной анимации, влияние британского юмора, дизайны персонажей пещерных людей, темы футбольных матчей, детализированные миниатюрные окружения","3D CGI анимация, аниме эстетика, американская мультяшная комедия, темные взрослые темы, минималистичный дизайн, супергеройские темы"
Laika Wildwood | Laika Дикий лес,"стиль Laika Дикий лес, стоп-моушн фэнтези приключение, детализированные лесные окружения, темы магического реализма, элементы семейной драмы, готический визуальный стиль, детализированная кукольная анимация","яркая радостная эстетика Disney, аниме эстетика, анимация резиновых шлангов, комедийные мультяшные персонажи, минималистичные фоны, традиционная анимация на целлулоиде"
Sony Vivo | Sony Виво,"стиль Sony Виво, эстетика музыкального приключения, дизайны персонажей животных, влияние Гаваны, эмоциональное повествование, современная CGI анимация, красочные музыкальные последовательности","аниме эстетика, стиль принцессы Disney, темные взрослые темы, ручная 2D анимация, минималистичный дизайн, традиционные фоны"
Illumination Minions 2 | Illumination Миньоны 2,"стиль Illumination Миньоны: Гадкий я 2, эстетика 1970-х годов, история происхождения злодея, желтые капсульные персонажи, комедийный тайминг, семейный юмор, современная CGI анимация","детализированный дизайн персонажей, аниме эстетика, темные взрослые темы, традиционные анимационные техники, серьезный драматический тон, сложные фоны"
