style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
Botticelli Early Renaissance | Ранний Ренессанс Боттичелли,"Sandro Botticelli Early Renaissance style, linear grace, mythological themes, Venus emerging from sea, delicate features, flowing hair, tempera on panel technique, ornate decorative details","modern photography, cartoon proportions, anime eyes, digital colors, dramatic shadows, contemporary setting"
Da Vinci sfumato | Сфумато да Винчи,"Leonardo da Vinci sfumato technique, subtle smoke-like transitions, Mona Lisa enigmatic smile, atmospheric perspective, detailed botanical studies, chiaroscuro mastery, Renaissance humanism","sharp edges, cartoon faces, anime style, bright flat colors, digital rendering, modern composition"
Turner Romantic | Романтизм Тёрнера,"J.M.W. Turner Romantic style, atmospheric seascapes, sublime nature power, loose brushwork suggesting form, dramatic storm scenes, luminous golden light, oil paint transparency effects","photorealistic details, cartoon waves, anime characters, crisp lines, digital art, calm peaceful mood"
Vermeer Dutch Golden Age | Голландский золотой век Вермеера,"Johannes Vermeer Dutch Golden Age style, intimate domestic scenes, pearl earring portrait lighting, careful observation of light, meticulous detail, quiet contemplation mood, lead-tin yellow pigment signature","dramatic lighting, cartoon characters, anime eyes, modern setting, abstract forms, busy composition"
Frida Kahlo Naive | Наивный стиль Фриды Кало,"Frida Kahlo naive art style, self-portraits with symbolic elements, Mexican cultural motifs, vibrant folk art colors, personal pain expression, surreal botanical elements, indigenous textile patterns","photorealistic portrait, cartoon exaggeration, anime style, smooth blending, Western aesthetics, generic subject"
Diego Rivera Muralism | Монументализм Диего Риверы,"Diego Rivera Mexican muralism style, large scale public art, social justice themes, indigenous Mexican figures, bold simplified forms, fresco technique, educational narrative composition","small canvas, cartoon characters, anime style, abstract forms, personal subject matter, digital rendering"
Warhol Pop Art | Поп-арт Уорхола,"Andy Warhol pop art style, Campbell's soup cans repetition, Marilyn Monroe silkscreen portraits, bright commercial colors, mass production aesthetic, celebrity culture commentary","hand-painted texture, cartoon characters, anime style, subtle colors, traditional composition, unique subject"
Basquiat Neo-Expressionism | Неоэкспрессионизм Баскии,"Jean-Michel Basquiat neo-expressionist style, graffiti-inspired elements, crown symbol, text integration, raw primitive figures, urban energy, mixed media collage elements, social commentary","photorealistic details, cartoon characters, anime eyes, smooth blending, traditional perspective, cheerful mood"
Georgia O'Keeffe American Modernism | Американский модернизм О'Кифф,"Georgia O'Keeffe American modernism, enlarged flower petals, desert landscape abstractions, clean lines, simplified organic forms, New Mexico landscape influence, precise color gradations","cartoon flowers, anime characters, photorealistic details, busy composition, digital rendering, urban subject"
Caravaggio Baroque | Барокко Караваджо,"Caravaggio baroque style, extreme tenebrism lighting, dramatic religious scenes, ordinary people as models, intense emotional expression, theatrical composition, dark background with spotlight effect","bright even lighting, cartoon faces, anime eyes, photorealistic skin texture, digital art, modern subject"
Gustav Klimt Art Nouveau | Ар-нуво Климта,"Gustav Klimt Art Nouveau style, The Kiss gold leaf decoration, Byzantine mosaic influence, erotic symbolism, flowing hair patterns, decorative geometric patterns, Vienna Secession movement","photorealistic portrait, cartoon characters, anime style, minimal decoration, modern colors, simple composition"
Edvard Munch Expressionism | Экспрессионизм Мунка,"Edvard Munch expressionist style, The Scream emotional intensity, swirling anxiety patterns, bold complementary colors, psychological torment depiction, simplified human figures, woodcut print influence","calm peaceful mood, cartoon characters, anime eyes, photorealistic details, cheerful colors, logical composition"
Henri Rousseau Naive | Наивный стиль Руссо,"Henri Rousseau naive art style, jungle scenes with exotic animals, flat perspective, childlike wonder, detailed foliage patterns, dreamlike atmosphere, self-taught technique, Paris suburban imagination","photorealistic jungle, cartoon animals, anime characters, dramatic lighting, professional perspective, realistic textures"
Marc Chagall Surreal | Сюрреализм Шагала,"Marc Chagall surrealist style, floating lovers over village, Jewish folklore elements, dreamlike color palette, transparent overlapping figures, musical instruments symbolism, Vitebsk memories","photorealistic portrait, cartoon characters, anime style, realistic perspective, mundane subject matter, earth tones"
Renoir Impressionist Figures | Импрессионистские фигуры Ренуара,"Pierre-Auguste Renoir impressionist style, joyful social gatherings, soft feminine figures, dappled sunlight through trees, warm color palette, loose brushwork suggesting form, Parisian cafe scenes","sharp edges, cartoon characters, anime eyes, photorealistic details, cool color scheme, solitary figures, dramatic mood"
Paul Klee Bauhaus | Баухаус Клея,"Paul Klee Bauhaus style, geometric abstraction, childlike drawing quality, musical notation influence, symbolic signs and hieroglyphs, muted earth tones with accents, Swiss precision meets fantasy","photorealistic details, cartoon characters, anime style, smooth blending, traditional perspective, dramatic lighting"
Egon Schiele Expressionist | Экспрессионизм Шиле,"Egon Schiele expressionist style, distorted human figures, raw sexuality, angular poses, nervous line work, psychological intensity, Viennese modernism, elongated fingers and limbs","photorealistic anatomy, cartoon proportions, anime eyes, smooth shading, cheerful mood, idealized beauty, traditional composition"
Joan Miro Surrealist | Сюрреализм Миро,"Joan Miro surrealist style, biomorphic shapes, playful abstract figures, primary color palette, Catalan folk art influence, automatic drawing technique, dreamlike symbols floating in space","photorealistic details, cartoon characters, anime style, realistic perspective, representational forms, traditional composition"
Piet Mondrian De Stijl | Де Стейл Мондриана,"Piet Mondrian De Stijl movement, geometric abstraction, primary colors with black and white, straight horizontal and vertical lines, balanced asymmetry, spiritual harmony through geometry, grid composition","curved lines, cartoon characters, anime style, representational forms, organic shapes, traditional perspective, emotional expression"
Wassily Kandinsky Bauhaus | Баухаус Кандинского,"Wassily Kandinsky Bauhaus period, geometric shapes with spiritual meaning, color theory application, abstract composition, musical rhythm influence, precise geometric forms, Suprematism influence","figurative art, cartoon characters, anime style, photorealistic details, traditional perspective, literal representation"
El Greco Mannerism | Маньеризм Эль Греко,"El Greco Mannerist style, elongated figures reaching heavenward, spiritual intensity, unusual color palette with cold tones, Toledo landscape background, distorted perspective for emotional effect","photorealistic proportions, cartoon characters, anime eyes, warm color scheme, balanced composition, calm mood"
Titian Venetian Renaissance | Венецианский Ренессанс Тициана,"Titian Venetian Renaissance style, rich coloristic approach, voluptuous female figures, Venetian light effects, oil painting mastery, mythological and religious themes, dynamic composition","sharp lines, cartoon proportions, anime eyes, digital rendering, modern colors, static composition, minimal detail"
Bruegel Flemish | Фламандский Брейгеля,"Pieter Bruegel the Elder Flemish Renaissance style, peasant village scenes, detailed landscape backgrounds, seasonal activities narrative, crowded compositions, moral allegories, earthy color palette","photorealistic details, cartoon characters, anime style, minimal background, modern subject, bright colors, simple composition"
Albrecht Durer Northern Renaissance | Северный Ренессанс Дюрера,"Albrecht Durer Northern Renaissance style, meticulous detail, self-portrait precision, wildlife studies accuracy, engraving technique mastery, German Renaissance, symbolic religious elements","loose brushwork, cartoon animals, anime characters, impressionist blur, modern aesthetics, simplified forms"
Goya Romantic | Романтизм Гойи,"Francisco Goya Romantic style, dark period intensity, sleep of reason produces monsters, political commentary, dramatic lighting, psychological depth, Spanish court painter turned rebel","bright cheerful mood, cartoon characters, anime eyes, photorealistic portrait, modern subject, peaceful composition"
Delacroix Romantic | Романтизм Делакруа,"Eugene Delacroix Romantic style, Liberty Leading the People composition, dramatic historical scenes, exotic Orientalist subjects, vibrant color contrasts, dynamic movement, passionate brushwork","calm static composition, cartoon characters, anime style, photorealistic details, muted colors, realistic perspective"
Corot Barbizon | Барбизон Коро,"Camille Corot Barbizon school style, poetic landscape atmosphere, silvery gray-green palette, soft atmospheric perspective, tree studies with delicate branches, precursor to Impressionism, quiet contemplation","bright saturated colors, cartoon trees, anime characters, dramatic lighting, photorealistic details, modern urban subject"
Courbet Realism | Реализм Курбе,"Gustave Courbet Realism style, stonebreakers labor depiction, unidealized rural life, thick impasto technique, democratic art philosophy, large scale working class subjects, honest observation","romanticized subject, cartoon characters, anime eyes, idealized beauty, photorealistic details, dramatic lighting, modern setting"
Manet Modern Life | Современная жизнь Мане,"Edouard Manet modern life style, Olympia controversial nude, flat decorative color areas, bold black outlines, Japanese print influence, contemporary Parisian subjects, painterly technique","photorealistic details, cartoon characters, anime style, traditional perspective, historical subject matter, dramatic chiaroscuro"
Cezanne Post-Impressionism | Постимпрессионизм Сезанна,"Paul Cezanne post-impressionist style, geometric structure analysis, still life with apples, Mont Sainte-Victoire series, multiple viewpoints, building blocks of cubism, analytical brushwork","photorealistic details, cartoon fruits, anime characters, smooth blending, traditional perspective, emotional expression, loose impressionist brushwork"
Gauguin Synthetism | Синтетизм Гогена,"Paul Gauguin Synthetism style, Tahitian paradise scenes, flat decorative color areas, cloisonnism technique, spiritual symbolism, exotic cultural motifs, bold outlines, primitivism influence","photorealistic details, cartoon characters, anime eyes, European aesthetics, realistic perspective, subtle colors, modern subject"
Toulouse-Lautrec Post-Impressionism | Постимпрессионизм Тулуз-Лотрека,"Henri de Toulouse-Lautrec post-impressionist style, Parisian nightlife posters, Moulin Rouge dancers, bold flat colors, Japanese print influence, distinctive silhouettes, graphic design approach to painting","photorealistic details, cartoon characters, anime style, traditional perspective, daytime scenes, muted colors, realistic anatomy"
Seurat Pointillism | Пуантилизм Сёра,"Georges Seurat pointillism style, Sunday Afternoon on the Island of La Grande Jatte composition, scientific color theory, tiny dots of pure color, optical mixing effect, calculated composition","loose brushwork, cartoon characters, anime style, blended colors, photorealistic details, emotional expression, traditional perspective"
Braque Cubism | Кубизм Брака,"Georges Braque cubist style, analytical cubism phase, fragmented objects from multiple angles, monochromatic palette, collage elements integration, still life compositions, Picasso collaborator","photorealistic details, cartoon characters, anime style, bright colors, traditional perspective, emotional expression, smooth blending"
Miro Catalan Surrealism | Каталонский сюрреализм Миро,"Joan Miro Catalan Surrealism, biomorphic abstract forms, playful childlike quality, Barcelona influence, symbolic personal language, bright primary colors, automatic drawing technique","photorealistic details, cartoon characters, anime style, realistic perspective, representational forms, traditional composition, muted colors"
Klee Swiss Fantasy | Швейцарское фэнтези Клея,"Paul Klee Swiss fantasy style, geometric abstraction with childlike wonder, musical notation influence, symbolic signs and hieroglyphs, muted earth tones with accents, Bauhaus teacher precision","photorealistic details, cartoon characters, anime style, smooth blending, traditional perspective, dramatic lighting, emotional expression"
Munch Norwegian Expressionism | Норвежский экспрессионизм Мунка,"Edvard Munch Norwegian expressionism, The Scream emotional intensity, Oslo fjord landscape influence, psychological themes, bold complementary colors, simplified human figures, woodcut print aesthetic","calm peaceful mood, cartoon characters, anime eyes, photorealistic details, cheerful colors, logical composition, realistic perspective"
Schiele Viennese Expressionism | Венский экспрессионизм Шиле,"Egon Schiele Viennese expressionism, distorted human figures, raw sexuality, angular poses, nervous line work, psychological intensity, elongated fingers and limbs, Klimt student rebellion","photorealistic anatomy, cartoon proportions, anime eyes, smooth shading, cheerful mood, idealized beauty, traditional composition"
Modigliani Italian Modernism | Итальянский модернизм Модильяни,"Amedeo Modigliani Italian modernism, elongated faces and necks, almond-shaped eyes, simplified elegant forms, bohemian Paris life, African mask influence, lyrical line quality","photorealistic proportions, cartoon characters, anime eyes, dramatic lighting, busy background, modern colors, realistic texture"
Chagall Russian-French Surrealism | Русско-французский сюрреализм Шагала,"Marc Chagall Russian-French surrealism, floating lovers over Vitebsk, Jewish folklore elements, dreamlike color palette, transparent overlapping figures, musical instruments symbolism, Paris exile influence","photorealistic portrait, cartoon characters, anime style, realistic perspective, mundane subject matter, earth tones, traditional composition"
Kandinsky Russian Abstraction | Русская абстракция Кандинского,"Wassily Kandinsky Russian abstraction period, spiritual in art concept, folk art influences, vibrant color explosions, dynamic compositions, geometric shapes with emotional meaning, Bauhaus foundation","figurative art, cartoon characters, anime style, photorealistic details, traditional perspective, literal representation, muted colors"
Malevich Suprematism | Супрематизм Малевича,"Kazimir Malevich Suprematism style, Black Square on white background, geometric abstraction purity, zero degree of painting, spiritual transcendence through form, Russian avant-garde revolution","figurative elements, cartoon characters, anime style, representational forms, traditional perspective, emotional expression, detailed textures"
Ernst Surrealism | Сюрреализм Эрнста,"Max Ernst Surrealism style, frottage technique (rubbing), grattage technique (scraping), forest scenes with hidden figures, dream imagery, psychoanalytic influence, bird alter ego Loplop","photorealistic details, cartoon characters, anime style, bright cheerful mood, logical composition, realistic perspective, traditional subject matter"
Magritte Surrealism | Сюрреализм Магритта,"Rene Magritte Surrealism style, pipe with 'Ceci n'est pas une pipe' text, bowler hat men, floating objects, precise realistic technique within impossible scenes, Belgian surrealist philosophy","cartoonish, anime characters, photorealistic portrait, cheerful colors, logical composition, mundane subject, loose brushwork"
Dali Catalan Surrealism | Каталонский сюрреализм Дали,"Salvador Dalí Catalan surrealism, meticulous technique within dream imagery, melting clocks symbolism, Catalan landscape influence, Freudian psychoanalysis, hyperrealistic detail in fantastical scenes","cartoonish, anime characters, photorealistic portrait, cheerful colors, logical composition, mundane subject, loose brushwork"
Picasso Spanish Cubism | Испанский кубизм Пикассо,"Pablo Picasso Spanish cubism, Guernica anti-war masterpiece, fragmented forms with emotional intensity, monochromatic palette with symbolic accents, bullfighting motifs, Spanish civil war commentary","photorealistic details, cartoon characters, anime style, bright colors, traditional perspective, smooth blending, cheerful mood"
Goya Spanish Romanticism | Испанский романтизм Гойи,"Francisco Goya Spanish romanticism, dark period intensity, sleep of reason produces monsters, political commentary, dramatic lighting, psychological depth, Spanish court painter turned rebel","bright cheerful mood, cartoon characters, anime eyes, photorealistic portrait, modern subject, peaceful composition, idealized beauty"
El Greco Spanish Mannerism | Испанский маньеризм Эль Греко,"El Greco Spanish Mannerism, elongated figures reaching heavenward, spiritual intensity, unusual color palette with cold tones, Toledo landscape background, distorted perspective for emotional effect","photorealistic proportions, cartoon characters, anime eyes, warm color scheme, balanced composition, calm mood, realistic details"
Velazquez Spanish Baroque | Испанский барокко Веласкеса,"Diego Velázquez Spanish Baroque style, Las Meninas complex composition, court painter mastery, subtle brushwork revealing form, mirror reflections, psychological depth, Spanish Golden Age","dramatic tenebrism, cartoon characters, anime eyes, photorealistic skin texture, modern subject, bright flat lighting, simple composition"
Murillo Spanish Baroque | Испанский барокко Мурильо,"Bartolomé Esteban Murillo Spanish Baroque style, tender religious scenes, soft sfumato technique, idealized child figures, warm golden tones, Seville school influence, accessible piety","dramatic lighting, cartoon characters, anime eyes, photorealistic details, modern subject, cool color palette, harsh shadows"
Zurbaran Spanish Baroque | Испанский барокко Сурбарана,"Francisco de Zurbarán Spanish Baroque style, Carthusian monks in contemplation, sculptural figure treatment, dramatic chiaroscuro lighting, austere religious intensity, still life elements with symbolic meaning","bright cheerful mood, cartoon characters, anime eyes, photorealistic portrait, modern subject, colorful palette, dynamic composition"
Ribalta Spanish Tenebrism | Испанский тенебризм Рибальты,"Francisco Ribalta Spanish tenebrism style, dramatic religious scenes, Caravaggio influence, intense light and shadow contrasts, Spanish Counter-Reformation spirituality, emotional intensity","bright even lighting, cartoon characters, anime eyes, photorealistic skin texture, modern subject, muted colors, calm mood"
Sorolla Spanish Impressionism | Испанский импрессионизм Сорольи,"Joaquín Sorolla Spanish impressionism, vibrant Mediterranean light, beach scenes with children, loose brushwork capturing movement, luminous color palette, Valencian coastal atmosphere","dark muted colors, cartoon characters, anime eyes, photorealistic details, studio lighting, northern European palette, static composition"
Zuloaga Spanish Costumbrismo | Испанский костумбризм Сулоаги,"Ignacio Zuloaga Spanish costumbrismo, Spanish national character depiction, bullfighters and gypsies subjects, dark palette with dramatic lighting, romanticized Spanish identity, painterly technique","bright cheerful mood, cartoon characters, anime eyes, photorealistic details, modern subject, international style, smooth blending"
Gris Synthetic Cubism | Синтетический кубизм Гриз,"Juan Gris Synthetic Cubism style, still life compositions with text integration, collage elements, flat decorative color areas, precise geometric forms, Parisian cafe scenes, cubist movement innovator","photorealistic details, cartoon characters, anime style, bright colors, traditional perspective, emotional expression, loose brushwork"
Picabia Dada | Дада Пикабиа,"Francis Picabia Dada movement style, mechanical portraits with ironic titles, anti-art philosophy, machine age satire, bright commercial colors, provocative subject matter, avant-garde rebellion","traditional art values, cartoon characters, anime style, realistic perspective, emotional expression, subtle colors, classical composition"
Arp Dada-Surrealism | Дада-сюрреализм Арпа,"Jean (Hans) Arp Dada-Surrealism style, biomorphic abstract forms, chance operations technique, organic shapes floating in space, poetic approach to abstraction, Zurich Dada founder","geometric precision, cartoon characters, anime style, representational forms, traditional perspective, logical composition, rigid forms"
Kirchner Die Brucke | Ди Брюке Кирхнера,"Ernst Ludwig Kirchner Die Brucke style, Berlin street scenes, angular figures, violent color contrasts, urban anxiety expression, primitive woodcut influence, German expressionist movement","calm peaceful mood, cartoon characters, anime eyes, photorealistic details, soft colors, traditional perspective, rural subject"
Beckmann New Objectivity | Новая объективность Беккмана,"Max Beckmann New Objectivity style, triptych compositions, post-WWI disillusionment, sharp realistic details with symbolic meaning, crowded claustrophobic spaces, German social commentary","cartoon characters, anime eyes, photorealistic portrait, cheerful mood, abstract forms, open spaces, modern subject"
Otto Dix German Realism | Немецкий реализм Дикса,"Otto Dix German realism style, WWI veteran portraits, brutal honest depiction, social inequality critique, precise draftsmanship, New Objectivity movement, satirical element","romanticized subject, cartoon characters, anime eyes, idealized beauty, smooth blending, cheerful mood, modern aesthetics"
Grosz Berlin Dada | Берлинский дада Грозда,"George Grosz Berlin Dada style, satirical social commentary, grotesque caricatures of bourgeoisie, sharp ink drawing technique, post-WWI Berlin corruption, cynical perspective","photorealistic portrait, cartoon characters, anime style, idealized beauty, smooth blending, cheerful mood, realistic proportions"
Leger Mechanical | Механический стиль Леже,"Fernand Leger mechanical style, tubular forms, machine age aesthetics, bold simplified shapes, primary colors, modern industrial subjects, cubist influence with mechanical precision","organic flowing forms, cartoon characters, anime style, detailed textures, traditional perspective, emotional expression, muted colors"
Miro Spanish Surrealism | Испанский сюрреализм Миро,"Joan Miro Spanish Surrealism style, biomorphic abstract forms, Catalan folk art influence, playful childlike quality, symbolic personal language, bright primary colors, automatic drawing technique","photorealistic details, cartoon characters, anime style, realistic perspective, representational forms, traditional composition, muted colors"
Dali Spanish Surrealism | Испанский сюрреализм Дали,"Salvador Dali Spanish Surrealism style, meticulous technique within dream imagery, melting clocks symbolism, Catalan landscape influence, Freudian psychoanalysis, hyperrealistic detail in fantastical scenes","cartoonish, anime characters, photorealistic portrait, cheerful colors, logical composition, mundane subject, loose brushwork"
Bosch Early Netherlandish | Северное Возрождение Босха,"Hieronymus Bosch Early Netherlandish style, Garden of Earthly Delights triptych, fantastical creatures, moral allegories, meticulous detail, religious symbolism, Northern Renaissance technique","modern art, cartoon characters, anime style, bright cheerful colors, simple composition, contemporary subject matter, smooth blending"
Brueghel Flemish Genre | Фламандский жанр Брейгеля,"Jan Brueghel the Elder Flemish genre painting, detailed flower still lifes, paradise landscapes, collaborative works with Rubens, rich color palette, meticulous brushwork, Counter-Reformation themes","abstract art, cartoon flowers, anime characters, loose impressionist brushwork, modern composition, minimalist style, bright flat colors"
Rubens Flemish Baroque | Фламандское барокко Рубенса,"Peter Paul Rubens Flemish Baroque style, dynamic movement, voluptuous figures, dramatic foreshortening, rich color palette, mythological and religious scenes, workshop production system","static composition, cartoon characters, anime eyes, photorealistic skin texture, modern subject, minimalist style, cool color scheme"
Van Eyck Early Netherlandish | Северное Возрождение Ван Эйка,"Jan van Eyck Early Netherlandish style, Arnolfini Portrait detail mastery, oil painting technique innovation, symbolic elements, meticulous observation, Flemish realism, hidden meanings","loose brushwork, cartoon characters, anime style, impressionist blur, modern aesthetics, simplified forms, bright flat lighting"
Holbein Northern Renaissance | Северный Ренессанс Гольбейна,"Hans Holbein the Younger Northern Renaissance style, portrait precision, Tudor court painter, symbolic objects, rich textures, psychological depth, anamorphic perspective in The Ambassadors","impressionist blur, cartoon faces, anime eyes, photorealistic details modernized, dramatic lighting, emotional expression, abstract forms"
Bosch Fantasy | Фантастика Босха,"Hieronymus Bosch fantasy style, otherworldly creatures, Hell scenes, moral allegories, detailed miniature painting, surreal landscapes, Northern Renaissance imagination","modern digital art, cartoon characters, anime style, bright cheerful mood, realistic perspective, contemporary subject matter, smooth blending"
Bruegel Peasant Scenes | Крестьянские сцены Брейгеля,"Pieter Bruegel the Elder peasant scenes, winter landscapes, proverbs illustrations, crowded village life, moral lessons, earthy color palette, Flemish Renaissance detail","modern urban setting, cartoon characters, anime style, bright saturated colors, simple composition, individual portraits, digital rendering"
Rubens Movement | Движение Рубенса,"Peter Paul Rubens movement style, swirling drapery, dynamic poses, Baroque energy, flesh tones mastery, mythological drama, collaborative workshop technique","static figures, cartoon characters, anime eyes, photorealistic details, modern subject, minimalist composition, cool color palette"
Van Eyck Detail | Детализация Ван Эйка,"Jan van Eyck detail mastery, mirror reflections, symbolic objects, oil glazing technique, Northern Renaissance realism, hidden meanings in portraits, meticulous textures","loose impressionist brushwork, cartoon characters, anime style, bright flat colors, modern composition, emotional expression, abstract forms"
Holbein Portraiture | Портрет Гольбейна,"Hans Holbein portraiture style, Tudor court precision, psychological insight, rich fabric textures, symbolic accessories, Northern Renaissance realism, anamorphic distortion","impressionist blur, cartoon faces, anime eyes, dramatic lighting modernized, emotional exaggeration, abstract background, digital rendering"
Bosch Hell | Ад Босха,"Hieronymus Bosch hell scenes, tormented souls, fantastical monsters, moral punishment imagery, detailed miniature painting, surreal landscape, Northern Renaissance nightmare","modern horror cliché, cartoon monsters, anime style, bright cheerful mood, realistic perspective, contemporary subject matter, smooth digital rendering"
Bruegel Seasons | Времена года Брейгеля,"Pieter Bruegel seasons series, peasant labor cycles, landscape integration, moral allegories, detailed seasonal changes, Flemish Renaissance observation, earthy palette","modern landscape, cartoon seasons, anime characters, bright saturated colors, individual focus, digital effects, simplified composition"
Rubens Mythology | Мифология Рубенса,"Peter Paul Rubens mythology style, classical gods and goddesses, dynamic compositions, flesh tones mastery, Baroque drama, mythological narratives, workshop collaboration","modern interpretation, cartoon gods, anime style, photorealistic details, minimalist composition, cool color scheme, static poses"
Van Eyck Sacred | Сакральное Ван Эйка,"Jan van Eyck sacred art style, Ghent Altarpiece detail, religious symbolism, oil technique mastery, Northern Renaissance piety, meticulous gold leaf work, hidden theological meanings","modern religious art, cartoon angels, anime style, bright flat colors, simplified symbolism, emotional expression, digital rendering"
Holbein Objects | Объекты Гольбейна,"Hans Holbein symbolic objects style, Tudor portraiture detail, hidden meanings, rich textures, precise observation, Northern Renaissance symbolism, anamorphic skull technique","loose brushwork, cartoon symbols, anime style, modern interpretation, bright colors, emotional exaggeration, abstract background"
Bruegel Proverbs | Пословицы Брейгеля,"Pieter Bruegel proverbs illustrations, Netherlandish folk wisdom, crowded scenes with multiple sayings, moral lessons, detailed village life, Flemish Renaissance storytelling","modern sayings, cartoon characters, anime style, bright colors, individual focus, simple composition, digital rendering"
Rubens Allegory | Аллегория Рубенса,"Peter Paul Rubens allegorical style, personified concepts, Baroque grandeur, dynamic movement, rich color symbolism, mythological references, collaborative workshop production","modern allegory, cartoon personifications, anime style, photorealistic details, minimalist composition, cool colors, static poses"
Van Eyck Marriage | Брак Ван Эйка,"Jan van Eyck marriage portraits, Arnolfini Wedding detail, symbolic objects, mirror reflections, Northern Renaissance domestic life, oil technique innovation, hidden meanings","modern wedding photo, cartoon couple, anime style, bright flat colors, simple composition, emotional expression, digital effects"
Holbein Anamorphic | Анаморфоз Гольбейна,"Hans Holbein anamorphic technique, The Ambassadors distorted skull, Tudor court symbolism, precise perspective mastery, Northern Renaissance optical illusion, hidden meanings","modern optical art, cartoon distortion, anime style, bright colors, simple technique, digital rendering, abstract forms"
Bosch Paradise | Рай Босха,"Hieronymus Bosch paradise scenes, Garden of Earthly Delights detail, fantastical creatures, moral innocence, Northern Renaissance imagination, detailed miniature painting, surreal landscape","modern utopia cliché, cartoon paradise, anime characters, bright cheerful colors, realistic perspective, contemporary subject matter, smooth digital rendering"
Bruegel Children | Дети Брейгеля,"Pieter Bruegel children's games, village play scenes, 80+ different games depicted, moral observation, Flemish Renaissance childhood, detailed crowd scenes, earthy palette","modern playground, cartoon children, anime style, bright saturated colors, individual focus, digital effects, simplified composition"
Rubens Equestrian | Конные Рубенса,"Peter Paul Rubens equestrian portraits, Baroque movement, dynamic horse poses, aristocratic riders, rich landscape backgrounds, dramatic foreshortening, workshop collaboration","modern horse photo, cartoon riders, anime style, photorealistic details, minimalist background, cool color scheme, static composition"
Van Eyck Light | Свет Ван Эйка,"Jan van Eyck light mastery, oil glazing technique, luminous skin tones, Northern Renaissance realism, window light effects, meticulous observation, symbolic illumination","modern photography lighting, cartoon glow, anime style, bright flat colors, dramatic shadows, digital effects, abstract forms"
Holbein Textiles | Текстиль Гольбейна,"Hans Holbein textile detail, Tudor clothing precision, rich fabric textures, symbolic patterns, Northern Renaissance craftsmanship, precise observation, courtly elegance","modern fabric design, cartoon textures, anime style, bright saturated colors, simplified patterns, digital rendering, abstract forms"
