style_name,positive_prompt,negative_prompt
No Style | Без стиля,,
Wit Studio Historical | Wit Studio исторический,"Wit Studio historical anime style, Attack on Titan early seasons aesthetic, detailed European architecture, gritty warfare sequences, realistic human proportions, dramatic lighting, cinematic scope","bright cheerful colors, anime style, cartoon comedy, modern digital effects, simple character designs, traditional Japanese settings"
CloverWorks Modern Romance | CloverWorks современный романс,"CloverWorks modern romance anime style, Horimiya character design, detailed school life environments, expressive character emotions, soft lighting effects, contemporary anime aesthetic, emotional storytelling","dark mature themes, anime style, action sequences, 3D rendering, complex backgrounds, dramatic lighting effects"
J.C.Staff Magical Girl | J.C.Staff магическая девочка,"J.C.Staff magical girl anime style, A Certain Scientific Railgun aesthetic, detailed city environments, dynamic action sequences, modern character designs, vibrant energy effects, contemporary anime quality","classic 1980s anime style, anime style, limited animation, traditional backgrounds, hand-painted cels, dark mature themes"
Pierrot Long-Running | Pierrot долгоживущий,"Pierrot studio long-running anime style, Naruto aesthetic, detailed ninja techniques, vibrant chakra effects, expressive character designs, traditional Japanese environments, serialized storytelling","modern CGI rendering, anime style, experimental animation, minimalist backgrounds, contemporary anime aesthetic, dark psychological themes"
Sunrise Mecha Classic | Sunrise меха классика,"Sunrise studio classic mecha style, Gundam series aesthetic, detailed mechanical designs, realistic warfare sequences, human drama focus, 1980s anime visual quality, traditional animation techniques","modern 3D rendering, anime style, cartoon comedy, bright cheerful colors, simple character designs, contemporary anime aesthetic"
Gainax Experimental | Gainax экспериментальный,"Gainax studio experimental anime style, Neon Genesis Evangelion aesthetic, psychological themes, surreal visual sequences, detailed mech designs, dramatic lighting contrasts, complex character studies","traditional anime style, anime style, bright cheerful colors, simple character designs, comedy-focused animation, mainstream visual approach"
CoMix Wave Films Makoto Shinkai | Makoto Shinkai CoMix Wave,"CoMix Wave Films Makoto Shinkai style, Your Name aesthetic, photorealistic backgrounds, detailed weather effects, emotional storytelling, vibrant color grading, cinematic composition","hand-drawn 2D animation only, anime style, limited animation technique, traditional backgrounds, flat colors, simple character designs"
White Fox Visual Novel | White Fox визуальная новелла,"White Fox studio visual novel adaptation style, Steins;Gate aesthetic, detailed laboratory environments, time travel visual effects, emotional character expressions, complex narrative structure","cartoon comedy style, anime style, bright cheerful colors, simple character designs, traditional backgrounds, action-focused sequences"
David Production Action | David Production экшен,"David Production action anime style, JoJo's Bizarre Adventure aesthetic, unique art deco influences, exaggerated character poses, vibrant color blocking, dramatic panel transitions, stylized action sequences","traditional anime style, anime style, realistic proportions, detailed backgrounds, Disney animation quality, conventional visual approach"
Tatsunoko Production Classic | Tatsunoko Productions классика,"Tatsunoko Production classic anime style, Gatchaman aesthetic, 1970s anime visual quality, detailed mecha designs, hand-painted cel animation, vibrant color palette, traditional Japanese animation techniques","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
Bones Supernatural | Bones сверхъестественное,"Bones studio supernatural anime style, My Hero Academia aesthetic, detailed superpower effects, vibrant energy auras, expressive character designs, dynamic action sequences, modern anime visual quality","classic 1980s anime style, anime style, limited animation, traditional backgrounds, hand-painted cels, simple character designs"
MAPPA Sports | MAPPA спорт,"MAPPA studio sports anime style, Haikyu!! aesthetic, detailed volleyball techniques, expressive character emotions, dynamic action sequences, realistic human proportions, cinematic sports photography","dark mature themes, anime style, fantasy elements, 3D rendering, complex backgrounds, dramatic lighting effects"
Kyoto Animation Romance | Киото романтика,"Kyoto Animation romance anime style, Clannad aesthetic, detailed school environments, emotional character expressions, soft color palette, gentle storytelling, beautiful background art","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, dramatic lighting effects"
Ufotable Fantasy | Ufotable фэнтези,"Ufotable studio fantasy anime style, Fate series aesthetic, detailed magical effects, vibrant particle animations, dramatic lighting contrasts, cinematic composition, theatrical quality","limited animation technique, anime style, hand-drawn 2D only, traditional backgrounds, flat colors, simple character designs"
Madhouse Horror | Madhouse хоррор,"Madhouse studio horror anime style, Parasyte aesthetic, detailed body horror effects, psychological tension, realistic human proportions, dark atmospheric lighting, mature themes","bright cheerful colors, anime style, cartoon comedy, family-friendly themes, traditional backgrounds, simple character designs"
Toei Animation Magical Girl | Toei магическая девочка,"Toei Animation magical girl anime style, Sailor Moon aesthetic, 1990s anime visual quality, detailed transformation sequences, vibrant color palette, hand-painted cel animation, traditional character designs","modern CGI rendering, anime style, dark mature themes, 3D effects, contemporary anime aesthetic, experimental animation techniques"
A-1 Pictures Sci-Fi | A-1 Pictures научная фантастика,"A-1 Pictures sci-fi anime style, Sword Art Online aesthetic, detailed virtual reality environments, modern character designs, vibrant energy effects, digital interface elements, contemporary anime quality","classic 1980s anime style, anime style, limited animation, traditional backgrounds, hand-painted cels, rubber hose proportions"
Wit Studio Dark Fantasy | Wit Studio темное фэнтези,"Wit Studio dark fantasy anime style, Attack on Titan aesthetic, detailed titan designs, gritty urban environments, realistic human proportions, dramatic lighting, cinematic scope","bright cheerful colors, anime style, cartoon comedy, modern digital effects, simple character designs, traditional Japanese settings"
CloverWorks Comedy | CloverWorks комедия,"CloverWorks comedy anime style, Kaguya-sama: Love is War aesthetic, detailed school environments, expressive character emotions, comedic timing, modern anime visual quality, emotional storytelling","dark mature themes, anime style, action sequences, 3D rendering, complex backgrounds, dramatic lighting effects"
J.C.Staff Action | J.C.Staff экшен,"J.C.Staff action anime style, A Certain Magical Index aesthetic, detailed magic effects, dynamic action sequences, modern character designs, vibrant energy effects, contemporary anime quality","classic 1980s anime style, anime style, limited animation, traditional backgrounds, hand-painted cels, romantic focus"
Pierrot Adventure | Pierrot приключение,"Pierrot studio adventure anime style, One Piece aesthetic, detailed world-building, vibrant color palette, expressive character designs, serialized storytelling, traditional Japanese animation techniques","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
Sunrise Sci-Fi | Sunrise научная фантастика,"Sunrise studio sci-fi anime style, Gundam series aesthetic, detailed space environments, realistic mecha designs, human drama focus, 1980s anime visual quality, traditional animation techniques","modern 3D rendering, anime style, cartoon comedy, bright cheerful colors, simple character designs, contemporary anime aesthetic"
Gainax Mecha | Gainax меха,"Gainax studio mecha anime style, Neon Genesis Evangelion aesthetic, detailed angel designs, psychological themes, dramatic lighting contrasts, complex character studies, 1990s anime visual quality","traditional anime style, anime style, bright cheerful colors, simple character designs, comedy-focused animation, mainstream visual approach"
CoMix Wave Films Romance | CoMix Wave романтика,"CoMix Wave Films romance anime style, Your Name aesthetic, photorealistic backgrounds, detailed weather effects, emotional storytelling, vibrant color grading, cinematic composition","hand-drawn 2D animation only, anime style, limited animation technique, traditional backgrounds, flat colors, action-focused sequences"
White Fox Mystery | White Fox мистика,"White Fox studio mystery anime style, Steins;Gate aesthetic, detailed laboratory environments, time travel visual effects, emotional character expressions, complex narrative structure","cartoon comedy style, anime style, bright cheerful colors, simple character designs, traditional backgrounds, romantic focus"
David Production Supernatural | David Production сверхъестественное,"David Production supernatural anime style, JoJo's Bizarre Adventure aesthetic, unique art deco influences, exaggerated character poses, vibrant color blocking, dramatic panel transitions, stylized supernatural effects","traditional anime style, anime style, realistic proportions, detailed backgrounds, Disney animation quality, conventional visual approach"
Tatsunoko Production Action | Tatsunoko Productions экшен,"Tatsunoko Production action anime style, Gatchaman aesthetic, 1970s anime visual quality, detailed action sequences, hand-painted cel animation, vibrant color palette, traditional Japanese animation techniques","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
Bones Romantic Comedy | Bones романтическая комедия,"Bones studio romantic comedy anime style, Ouran High School Host Club aesthetic, detailed school environments, expressive character emotions, soft color palette, gentle comedy timing, emotional storytelling","dark mature themes, anime style, action sequences, 3D rendering, complex backgrounds, dramatic lighting effects"
MAPPA Thriller | MAPPA триллер,"MAPPA studio thriller anime style, Jujutsu Kaisen aesthetic, detailed curse effects, dark atmospheric lighting, realistic human proportions, psychological tension, mature themes","bright cheerful colors, anime style, cartoon comedy, family-friendly themes, traditional backgrounds, simple character designs"
Kyoto Animation Drama | Киото драма,"Kyoto Animation drama anime style, A Silent Voice aesthetic, detailed school environments, emotional character expressions, soft color palette, gentle storytelling, beautiful background art","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, dramatic lighting effects"
Ufotable Action | Ufotable экшен,"Ufotable studio action anime style, Demon Slayer aesthetic, detailed sword fighting sequences, vibrant particle effects, dramatic lighting contrasts, cinematic composition, theatrical quality","limited animation technique, anime style, hand-drawn 2D only, traditional backgrounds, flat colors, simple character designs"
Madhouse Drama | Madhouse драма,"Madhouse studio drama anime style, Death Note aesthetic, detailed psychological character studies, dark atmospheric lighting, realistic human proportions, complex narrative structure, mature themes","bright cheerful colors, anime style, cartoon comedy, family-friendly themes, traditional backgrounds, simple character designs"
Toei Animation Adventure | Toei приключение,"Toei Animation adventure anime style, Dragon Ball Z aesthetic, 1990s anime visual quality, detailed martial arts sequences, vibrant energy effects, hand-painted cel animation, serialized storytelling","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
A-1 Pictures Fantasy | A-1 Pictures фэнтези,"A-1 Pictures fantasy anime style, Sword Art Online aesthetic, detailed virtual world environments, modern character designs, vibrant magic effects, digital interface elements, contemporary anime quality","classic 1980s anime style, anime style, limited animation, traditional backgrounds, hand-painted cels, dark mature themes"
Wit Studio Romance | Wit Studio романтика,"Wit Studio romance anime style, Attack on Titan character relationships aesthetic, detailed emotional expressions, soft lighting effects, dramatic character interactions, cinematic composition","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, bright cheerful colors"
CloverWorks Sci-Fi | CloverWorks научная фантастика,"CloverWorks sci-fi anime style, Re:Creators aesthetic, detailed virtual reality environments, modern character designs, vibrant energy effects, digital interface elements, contemporary anime quality","classic 1980s anime style, anime style, limited animation, traditional backgrounds, hand-painted cels, romantic focus"
J.C.Staff Romance | J.C.Staff романтика,"J.C.Staff romance anime style, Toradora! aesthetic, detailed school environments, expressive character emotions, soft lighting effects, emotional storytelling, modern anime visual quality","dark mature themes, anime style, action sequences, 3D rendering, complex backgrounds, dramatic lighting effects"
Pierrot Fantasy | Pierrot фэнтези,"Pierrot studio fantasy anime style, Naruto aesthetic, detailed ninja techniques, vibrant chakra effects, expressive character designs, traditional Japanese environments, serialized storytelling","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
Sunrise Action | Sunrise экшен,"Sunrise studio action anime style, Gundam series aesthetic, detailed mecha battles, realistic action sequences, human drama focus, 1980s anime visual quality, traditional animation techniques","modern 3D rendering, anime style, cartoon comedy, bright cheerful colors, simple character designs, contemporary anime aesthetic"
Gainax Sci-Fi | Gainax научная фантастика,"Gainax studio sci-fi anime style, Neon Genesis Evangelion aesthetic, detailed sci-fi environments, psychological themes, dramatic lighting contrasts, complex character studies, 1990s anime visual quality","traditional anime style, anime style, bright cheerful colors, simple character designs, comedy-focused animation, mainstream visual approach"
CoMix Wave Films Sci-Fi | CoMix Wave научная фантастика,"CoMix Wave Films sci-fi anime style, Children Who Chase Lost Voices aesthetic, photorealistic backgrounds, detailed adventure environments, emotional storytelling, vibrant color grading, cinematic composition","hand-drawn 2D animation only, anime style, limited animation technique, traditional backgrounds, flat colors, simple character designs"
White Fox Action | White Fox экшен,"White Fox studio action anime style, Re:Zero aesthetic, detailed magic effects, dynamic action sequences, modern character designs, vibrant energy effects, contemporary anime quality","classic 1980s anime style, anime style, limited animation, traditional backgrounds, hand-painted cels, romantic focus"
David Production Mecha | David Production меха,"David Production mecha anime style, JoJo's Bizarre Adventure aesthetic, unique art deco influences, exaggerated character poses, vibrant color blocking, dramatic panel transitions, stylized mecha designs","traditional anime style, anime style, realistic proportions, detailed backgrounds, Disney animation quality, conventional visual approach"
Tatsunoko Production Sci-Fi | Tatsunoko Productions научная фантастика,"Tatsunoko Production sci-fi anime style, Gatchaman aesthetic, 1970s anime visual quality, detailed sci-fi environments, hand-painted cel animation, vibrant color palette, traditional Japanese animation techniques","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
Bones Mystery | Bones мистика,"Bones studio mystery anime style, Boku no Hero Academia detective episodes aesthetic, detailed clue analysis, psychological tension, realistic human proportions, dramatic lighting, complex narrative structure","bright cheerful colors, anime style, cartoon comedy, family-friendly themes, traditional backgrounds, simple character designs"
MAPPA Horror | MAPPA хоррор,"MAPPA studio horror anime style, Chainsaw Man aesthetic, gritty urban environments, detailed gore effects, exaggerated character expressions, psychological tension, mature themes","bright cheerful colors, anime style, cartoon comedy, family-friendly themes, traditional backgrounds, simple character designs"
Kyoto Animation Comedy | Киото комедия,"Kyoto Animation comedy anime style, K-On! aesthetic, detailed school environments, expressive character emotions, soft color palette, gentle comedy timing, emotional storytelling","dark mature themes, anime style, action sequences, 3D rendering, complex backgrounds, dramatic lighting effects"
Ufotable Drama | Ufotable драма,"Ufotable studio drama anime style, Fate series character relationships aesthetic, detailed emotional expressions, soft lighting effects, dramatic character interactions, cinematic composition","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, bright cheerful colors"
Madhouse Sci-Fi | Madhouse научная фантастика,"Madhouse studio sci-fi anime style, Paprika aesthetic, surreal dream sequences, reality-bending visual effects, detailed psychological character studies, complex narrative structure","Disney animation style, anime style, cartoon comedy, bright cheerful colors, simple character designs, traditional backgrounds"
Toei Animation Drama | Toei драма,"Toei Animation drama anime style, Dragon Ball Z character arcs aesthetic, 1990s anime visual quality, detailed emotional expressions, dramatic lighting, serialized storytelling, hand-painted cel animation","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
A-1 Pictures Drama | A-1 Pictures драма,"A-1 Pictures drama anime style, Sword Art Online character development aesthetic, detailed emotional expressions, soft lighting effects, dramatic character interactions, modern anime visual quality","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, bright cheerful colors"
Wit Studio Sci-Fi | Wit Studio научная фантастика,"Wit Studio sci-fi anime style, Attack on Titan world-building aesthetic, detailed titan science, gritty environments, realistic human proportions, dramatic lighting, cinematic scope","bright cheerful colors, anime style, cartoon comedy, modern digital effects, simple character designs, traditional Japanese settings"
CloverWorks Drama | CloverWorks драма,"CloverWorks drama anime style, Horimiya character development aesthetic, detailed emotional expressions, soft lighting effects, dramatic character interactions, modern anime visual quality","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, bright cheerful colors"
J.C.Staff Drama | J.C.Staff драма,"J.C.Staff drama anime style, A Certain Scientific Railgun character arcs aesthetic, detailed emotional expressions, soft lighting effects, dramatic character interactions, modern anime visual quality","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, bright cheerful colors"
Pierrot Drama | Pierrot драма,"Pierrot studio drama anime style, Naruto character development aesthetic, detailed emotional expressions, dramatic lighting, serialized storytelling, traditional Japanese animation techniques","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
Sunrise Drama | Sunrise драма,"Sunrise studio drama anime style, Gundam series character arcs aesthetic, detailed emotional expressions, dramatic lighting, human drama focus, 1980s anime visual quality, traditional animation techniques","modern 3D rendering, anime style, cartoon comedy, bright cheerful colors, simple character designs, contemporary anime aesthetic"
Gainax Drama | Gainax драма,"Gainax studio drama anime style, Neon Genesis Evangelion character studies aesthetic, detailed psychological character development, dramatic lighting contrasts, complex narrative structure, 1990s anime visual quality","traditional anime style, anime style, bright cheerful colors, simple character designs, comedy-focused animation, mainstream visual approach"
CoMix Wave Films Drama | CoMix Wave драма,"CoMix Wave Films drama anime style, Your Name character relationships aesthetic, photorealistic backgrounds, detailed emotional expressions, soft lighting effects, cinematic composition","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, bright cheerful colors"
White Fox Drama | White Fox драма,"White Fox studio drama anime style, Steins;Gate character development aesthetic, detailed emotional expressions, soft lighting effects, dramatic character interactions, complex narrative structure","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, bright cheerful colors"
David Production Drama | David Production драма,"David Production drama anime style, JoJo's Bizarre Adventure character arcs aesthetic, detailed emotional expressions, dramatic lighting effects, complex character studies, stylized visual storytelling","traditional anime style, anime style, realistic proportions, detailed backgrounds, Disney animation quality, conventional visual approach"
Tatsunoko Production Drama | Tatsunoko Productions драма,"Tatsunoko Production drama anime style, Gatchaman character development aesthetic, 1970s anime visual quality, detailed emotional expressions, dramatic lighting, serialized storytelling, hand-painted cel animation","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
Bones Sci-Fi | Bones научная фантастика,"Bones studio sci-fi anime style, Fullmetal Alchemist Brotherhood aesthetic, detailed alchemical effects, realistic human proportions, complex narrative structure, cinematic lighting techniques","cartoon comedy style, anime style, bright cheerful colors, simple character designs, traditional backgrounds, limited animation"
MAPPA Sci-Fi | MAPPA научная фантастика,"MAPPA studio sci-fi anime style, Jujutsu Kaisen world-building aesthetic, detailed curse science, dark atmospheric lighting, realistic human proportions, psychological tension, mature themes","bright cheerful colors, anime style, cartoon comedy, family-friendly themes, traditional backgrounds, simple character designs"
Kyoto Animation Sci-Fi | Киото научная фантастика,"Kyoto Animation sci-fi anime style, Clannad after story sci-fi elements aesthetic, detailed emotional expressions, soft color palette, gentle storytelling, beautiful background art","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, dramatic lighting effects"
Ufotable Sci-Fi | Ufotable научная фантастика,"Ufotable studio sci-fi anime style, Fate series magecraft science aesthetic, detailed magical effects, vibrant particle animations, dramatic lighting contrasts, cinematic composition, theatrical quality","limited animation technique, anime style, hand-drawn 2D only, traditional backgrounds, flat colors, simple character designs"
Madhouse Action | Madhouse экшен,"Madhouse studio action anime style, One Punch Man aesthetic, detailed fight sequences, exaggerated character expressions, dynamic camera angles, vibrant energy effects, contemporary anime quality","Disney animation style, anime style, cartoon comedy, bright cheerful colors, simple character designs, traditional backgrounds"
Toei Animation Sci-Fi | Toei научная фантастика,"Toei Animation sci-fi anime style, Dragon Ball Z space saga aesthetic, 1990s anime visual quality, detailed energy effects, hand-painted cel animation, vibrant color palette, serialized storytelling","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
A-1 Pictures Action | A-1 Pictures экшен,"A-1 Pictures action anime style, Sword Art Online fight sequences aesthetic, detailed sword fighting, vibrant energy effects, dynamic camera angles, modern character designs, contemporary anime quality","classic 1980s anime style, anime style, limited animation, traditional backgrounds, hand-painted cels, romantic focus"
Wit Studio Action | Wit Studio экшен,"Wit Studio action anime style, Attack on Titan titan battles aesthetic, detailed warfare sequences, realistic human proportions, dramatic lighting, cinematic scope, intense action choreography","bright cheerful colors, anime style, cartoon comedy, modern digital effects, simple character designs, traditional Japanese settings"
CloverWorks Action | CloverWorks экшен,"CloverWorks action anime style, Kaguya-sama intense moments aesthetic, detailed fight sequences, expressive character emotions, dynamic camera angles, modern anime visual quality","dark mature themes, anime style, romantic focus, 3D rendering, complex backgrounds, dramatic lighting effects"
J.C.Staff Action | J.C.Staff экшен,"J.C.Staff action anime style, A Certain Magical Index fight sequences aesthetic, detailed magic effects, dynamic action sequences, modern character designs, vibrant energy effects, contemporary anime quality","classic 1980s anime style, anime style, limited animation, traditional backgrounds, hand-painted cels, romantic focus"
Pierrot Action | Pierrot экшен,"Pierrot studio action anime style, One Piece fight sequences aesthetic, detailed martial arts, vibrant energy effects, expressive character designs, serialized storytelling, traditional Japanese animation techniques","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
Sunrise Action | Sunrise экшен,"Sunrise studio action anime style, Gundam series battle sequences aesthetic, detailed mecha combat, realistic action, human drama focus, 1980s anime visual quality, traditional animation techniques","modern 3D rendering, anime style, cartoon comedy, bright cheerful colors, simple character designs, contemporary anime aesthetic"
Gainax Action | Gainax экшен,"Gainax studio action anime style, Neon Genesis Evangelion angel battles aesthetic, detailed mech combat, psychological tension, dramatic lighting contrasts, complex character studies, 1990s anime visual quality","traditional anime style, anime style, bright cheerful colors, simple character designs, comedy-focused animation, mainstream visual approach"
CoMix Wave Films Action | CoMix Wave экшен,"CoMix Wave Films action anime style, Children Who Chase Lost Voices adventure sequences aesthetic, photorealistic backgrounds, detailed action choreography, emotional storytelling, vibrant color grading, cinematic composition","hand-drawn 2D animation only, anime style, limited animation technique, traditional backgrounds, flat colors, simple character designs"
White Fox Action | White Fox экшен,"White Fox studio action anime style, Re:Zero intense moments aesthetic, detailed magic effects, dynamic action sequences, modern character designs, vibrant energy effects, contemporary anime quality","classic 1980s anime style, anime style, limited animation, traditional backgrounds, hand-painted cels, romantic focus"
David Production Action | David Production экшен,"David Production action anime style, JoJo's Bizarre Adventure fight sequences aesthetic, unique art deco influences, exaggerated character poses, vibrant color blocking, dramatic panel transitions, stylized combat","traditional anime style, anime style, realistic proportions, detailed backgrounds, Disney animation quality, conventional visual approach"
Tatsunoko Production Action | Tatsunoko Productions экшен,"Tatsunoko Production action anime style, Gatchaman fight sequences aesthetic, 1970s anime visual quality, detailed action choreography, hand-painted cel animation, vibrant color palette, traditional Japanese animation techniques","modern CGI rendering, anime style, 3D effects, photorealistic textures, contemporary anime aesthetic, experimental animation techniques"
Bones Fantasy | Bones фэнтези,"Bones studio fantasy anime style, Fullmetal Alchemist Brotherhood aesthetic, detailed alchemical effects, realistic human proportions, complex narrative structure, cinematic lighting techniques","cartoon comedy style, anime style, bright cheerful colors, simple character designs, traditional backgrounds, limited animation"
MAPPA Fantasy | MAPPA фэнтези,"MAPPA studio fantasy anime style, Jujutsu Kaisen world-building aesthetic, detailed curse magic, dark atmospheric lighting, realistic human proportions, psychological tension, mature themes","bright cheerful colors, anime style, cartoon comedy, family-friendly themes, traditional backgrounds, simple character designs"
Kyoto Animation Fantasy | Киото фэнтези,"Kyoto Animation fantasy anime style, Clannad supernatural elements aesthetic, detailed emotional expressions, soft color palette, gentle storytelling, beautiful background art","action-focused sequences, anime style, dark mature themes, 3D rendering, complex backgrounds, dramatic lighting effects"
Ufotable Fantasy | Ufotable фэнтези,"Ufotable studio fantasy anime style, Fate series magecraft aesthetic, detailed magical effects, vibrant particle animations, dramatic lighting contrasts, cinematic composition, theatrical quality","limited animation technique, anime style, hand-drawn 2D only, traditional backgrounds, flat colors, simple character designs"
